ID заказа,Дата отправки,Расстояние (км),Опыт водителя (лет),Вес груза (кг),Тип груза,Погодные условия,Сезон,Время суток,День недели,Задержка доставки (дней),Группа опыта
OR10616,2023-11-10,486,12,9532,Обычный,Ясно,Осень,Вечер,Пятница,0,11-20
OD96314,2023-11-10,1005,15,10832,Хрупкий,Туман,Осень,День,Пятница,0,11-20
OR25551,2023-11-10,919,14,17008,Опасный,Дождь,Осень,День,Пятница,1,11-20
DL76795,2023-11-10,2292,32,36259,Опасный,Туман,Осень,Утро,Пятница,5,30+
DL91273,2023-11-10,658,9,13539,Обычный,Ясно,Осень,Ночь,Пятница,0,6-10
OR29244,2023-11-11,2199,31,34053,Замороженный,Туман,Осень,Ночь,Суббота,5,30+
OR63947,2023-11-11,789,15,9152,Обычный,Туман,Осень,День,Суббота,0,11-20
OD16586,2023-11-12,1014,14,8595,Хрупкий,Туман,Осень,Ночь,Воскресенье,0,11-20
DL99816,2023-11-12,995,15,13481,Замороженный,Дождь,Осень,Ночь,Воскресенье,0,11-20
OD29258,2023-11-12,1158,13,13268,Опасный,Дождь,Осень,Вечер,Воскресенье,0,11-20
OR83062,2023-11-12,1128,21,19890,Замороженный,,Осень,День,Воскресенье,3,21-30
OD16596,2023-11-12,2076,28,33721,Замороженный,Ясно,Осень,Утро,Воскресенье,5,21-30
DL49940,2023-11-13,442,11,13629,Опасный,Дождь,Осень,Вечер,Понедельник,0,11-20
DL30133,2023-11-13,558,8,13817,Обычный,Снег,Осень,Утро,Понедельник,0,6-10
DL28651,2023-11-13,1920,28,25740,Опасный,Ясно,Осень,Вечер,Понедельник,5,21-30
OR77156,2023-11-13,506,12,6251,Опасный,Ясно,Осень,Ночь,Понедельник,0,11-20
OR70972,2023-11-13,885,19,11427,Обычный,Ясно,Осень,Утро,Понедельник,1,11-20
DL41172,2023-11-13,419,15,15676,Обычный,Туман,Осень,День,Понедельник,0,11-20
OD16454,2023-11-13,1040,18,16421,Обычный,Ясно,Осень,Утро,Понедельник,1,11-20
DL59689,2023-11-13,420,10,9949,Хрупкий,Дождь,Осень,День,Понедельник,0,6-10
DL67236,2023-11-13,1151,15,11631,Опасный,Дождь,Осень,Утро,Понедельник,1,11-20
DL38815,2023-11-14,1196,11,15088,Хрупкий,Ясно,Осень,День,Вторник,0,11-20
DL96155,2023-11-14,1718,22,24133,Опасный,Ясно,Осень,Утро,Вторник,3,21-30
OD46623,2023-11-14,740,8,14334,Обычный,Ясно,Осень,День,Вторник,0,6-10
OR81175,2023-11-14,573,13,7463,Хрупкий,Ясно,Осень,День,Вторник,0,11-20
OD32598,2023-11-15,836,14,10156,Обычный,Дождь,Осень,Утро,Среда,0,11-20
OR28271,2023-11-15,497,8,11148,Обычный,Ясно,Осень,Вечер,Среда,0,6-10
DL47810,2023-11-15,895,8,16385,Обычный,Ясно,Осень,Вечер,Среда,0,6-10
DL88322,2023-11-15,1013,12,8559,Опасный,Дождь,Осень,День,Среда,0,11-20
OR11223,2023-11-15,1734,24,27969,Обычный,Ясно,Осень,Ночь,Среда,3,21-30
DL26150,2023-11-15,1761,24,29391,Замороженный,Ясно,Осень,День,Среда,4,21-30
OD63566,2023-11-15,594,8,15611,Хрупкий,Ясно,Осень,Ночь,Среда,0,6-10
OD35777,2023-11-16,480,15,17860,Замороженный,Дождь,Осень,Вечер,Четверг,0,11-20
OD93073,2023-11-16,696,14,9943,Обычный,Ясно,Осень,Вечер,Четверг,0,11-20
OR17583,2023-11-16,586,8,10256,Опасный,Дождь,Осень,Ночь,Четверг,0,6-10
OR11739,2023-11-16,955,10,16398,Замороженный,Ясно,Осень,Утро,Четверг,0,6-10
DL38263,2023-11-17,775,8,13446,Опасный,Ясно,Осень,День,Пятница,0,6-10
OD46321,2023-11-17,885,12,7581,Хрупкий,Ясно,Осень,Ночь,Пятница,0,11-20
OD46473,2023-11-17,1898,28,20062,Опасный,Дождь,Осень,Утро,Пятница,3,21-30
DL51769,2023-11-17,1233,9,18879,Опасный,Ясно,Осень,День,Пятница,0,6-10
DL93009,2023-11-17,454,,15425,Опасный,Дождь,Осень,Вечер,Пятница,0,
OR24645,2023-11-17,872,15,15230,Опасный,Ясно,Осень,День,Пятница,0,11-20
OR49659,2023-11-17,1193,28,26764,Опасный,Дождь,Осень,Утро,Пятница,3,21-30
DL47743,2023-11-17,809,13,14929,Хрупкий,Дождь,Осень,Вечер,Пятница,0,11-20
OR50022,2023-11-18,789,15,13113,Обычный,Туман,Осень,Ночь,Суббота,0,11-20
DL34577,2023-11-18,1388,28,29458,Обычный,Ясно,Осень,Утро,Суббота,3,21-30
DL39134,2023-11-18,630,9,15801,Хрупкий,,Осень,Утро,Суббота,0,6-10
OR88343,2023-11-18,861,18,23212,Опасный,Ясно,Осень,День,Суббота,2,11-20
OD21496,2023-11-19,974,14,7567,Замороженный,Ясно,Осень,Вечер,Воскресенье,0,11-20
OD99163,2023-11-20,1157,15,14082,Хрупкий,Ясно,Осень,Ночь,Понедельник,1,11-20
DL93330,2023-11-20,788,8,7114,Хрупкий,Туман,Осень,Вечер,Понедельник,0,6-10
OD17891,2023-11-20,555,10,14422,Хрупкий,Снег,Осень,День,Понедельник,0,6-10
OR39233,2023-11-21,679,9,6476,Хрупкий,,Осень,Ночь,Вторник,0,6-10
OD48534,2023-11-21,880,9,6515,Опасный,Ясно,Осень,Ночь,Вторник,0,6-10
OR26824,2023-11-21,1345,26,19369,Замороженный,Дождь,Осень,Утро,Вторник,3,21-30
OR29334,2023-11-22,886,10,15474,Обычный,Ясно,Осень,Утро,Среда,0,6-10
OR45306,2023-11-22,1191,16,12060,Обычный,Ясно,Осень,Ночь,Среда,0,11-20
DL70101,2023-11-22,761,13,17745,Опасный,Ясно,Осень,Утро,Среда,1,11-20
DL34045,2023-11-23,1099,14,15459,Опасный,Дождь,Осень,Вечер,Четверг,0,11-20
DL57173,2023-11-23,704,13,10697,Хрупкий,Дождь,Осень,Вечер,Четверг,0,11-20
OD95742,2023-11-23,494,12,16343,Хрупкий,Дождь,Осень,Утро,Четверг,0,11-20
DL35188,2023-11-23,1384,21,15016,Хрупкий,Ясно,Осень,Вечер,Четверг,2,21-30
OR80419,2023-11-23,390,10,13604,Обычный,Ясно,Осень,Вечер,Четверг,0,6-10
OD46389,2023-11-24,398,7,12009,Обычный,Дождь,Осень,День,Пятница,0,6-10
OD99098,2023-11-24,701,8,14841,Замороженный,Ясно,Осень,Ночь,Пятница,0,6-10
OD53661,2023-11-24,689,19,16875,Замороженный,Ясно,Осень,Вечер,Пятница,1,11-20
OD11133,2023-11-25,1907,26,30588,Хрупкий,Туман,Осень,День,Суббота,4,21-30
OD76177,2023-11-25,827,12,13689,Хрупкий,Дождь,Осень,Вечер,Суббота,0,11-20
DL99618,2023-11-25,1171,20,24965,Обычный,Ясно,Осень,Ночь,Суббота,2,11-20
OR20844,2023-11-25,1357,23,22608,Хрупкий,Дождь,Осень,Ночь,Суббота,2,21-30
OD29427,2023-11-26,451,14,11322,Хрупкий,Ясно,Осень,Ночь,Воскресенье,0,11-20
OR37156,2023-11-26,421,15,7812,Хрупкий,Ясно,Осень,Вечер,Воскресенье,0,11-20
OD83176,2023-11-26,762,8,9815,Опасный,Ясно,Осень,День,Воскресенье,0,6-10
OR35958,2023-11-26,664,12,10706,Обычный,Ясно,Осень,Ночь,Воскресенье,0,11-20
OD52819,2023-11-26,548,13,9826,Хрупкий,Туман,Осень,День,Воскресенье,0,11-20
OD67809,2023-11-27,1003,13,16759,Замороженный,Ясно,Осень,День,Понедельник,0,11-20
OD43313,2023-11-27,1427,21,24865,Хрупкий,Ясно,Осень,Ночь,Понедельник,3,21-30
OR79327,2023-11-27,1891,32,22304,Опасный,Ясно,Осень,День,Понедельник,4,30+
OR82146,2023-11-28,856,14,12842,Обычный,Ясно,Осень,Утро,Вторник,0,11-20
OD70053,2023-11-28,1252,24,19667,Обычный,Снег,Осень,Вечер,Вторник,2,21-30
OR12280,2023-11-28,1271,16,18920,Замороженный,Дождь,Осень,Утро,Вторник,2,11-20
OR50662,2023-11-28,2032,24,26896,Опасный,Дождь,Осень,День,Вторник,4,21-30
OD64373,2023-11-28,535,15,10434,Замороженный,Ясно,Осень,День,Вторник,0,11-20
OR27107,2023-11-28,743,9,11010,Замороженный,Ясно,Осень,Вечер,Вторник,0,6-10
OD99947,2023-11-29,566,15,7561,Обычный,Ясно,Осень,Вечер,Среда,0,11-20
DL91385,2023-11-29,715,15,12370,Обычный,Дождь,Осень,Ночь,Среда,1,11-20
DL51471,2023-11-29,752,8,13292,Хрупкий,Ясно,Осень,Вечер,Среда,0,6-10
OD53348,2023-11-30,1399,18,19533,Опасный,Дождь,Осень,Утро,Четверг,1,11-20
OD50345,2023-11-30,1127,19,17986,Замороженный,Ясно,Осень,День,Четверг,1,11-20
OR57011,2023-11-30,830,7,8555,Опасный,Туман,Осень,День,Четверг,0,6-10
OR40635,2023-11-30,806,10,8122,Замороженный,Дождь,Осень,Вечер,Четверг,0,6-10
DL60474,2023-11-30,1055,15,10409,Обычный,Ясно,Осень,День,Четверг,1,11-20
OR48496,2023-12-01,562,12,14262,Хрупкий,Снег,Зима,Вечер,Пятница,0,11-20
OD53587,2023-12-01,654,8,10396,Обычный,Метель,Зима,Вечер,Пятница,0,6-10
OD46583,2023-12-01,1058,12,6619,Хрупкий,Ясно,Зима,День,Пятница,0,11-20
OD37095,2023-12-02,871,23,16475,Хрупкий,Метель,Зима,Утро,Суббота,2,21-30
DL70100,2023-12-02,1428,19,17009,Обычный,Снег,Зима,Вечер,Суббота,2,11-20
OD49263,2023-12-02,1088,13,9147,Хрупкий,Снег,Зима,Вечер,Суббота,0,11-20
OD91003,2023-12-02,1073,23,16309,Хрупкий,Ясно,Зима,Ночь,Суббота,2,21-30
OR66692,2023-12-03,804,15,15358,Хрупкий,Ясно,Зима,Утро,Воскресенье,0,11-20
OR97703,2023-12-03,719,,8977,Обычный,Ясно,Зима,Ночь,Воскресенье,0,
OR65598,2023-12-03,880,11,18978,Опасный,Ясно,Зима,Ночь,Воскресенье,1,11-20
OR68480,2023-12-04,650,15,11265,Хрупкий,Метель,Зима,Вечер,Понедельник,0,11-20
DL92049,2023-12-04,615,13,14406,Опасный,Ясно,Зима,Вечер,Понедельник,0,11-20
DL93295,2023-12-04,1324,20,17266,Опасный,Снег,Зима,Вечер,Понедельник,1,11-20
DL17194,2023-12-04,1310,20,15115,Хрупкий,Туман,Зима,День,Понедельник,1,11-20
OR65677,2023-12-04,1628,23,22023,Опасный,Метель,Зима,День,Понедельник,2,21-30
OR32291,2023-12-05,1169,13,19129,Обычный,Ясно,Зима,Вечер,Вторник,1,11-20
DL10334,2023-12-05,863,23,17113,Обычный,Ясно,Зима,День,Вторник,2,21-30
OD80781,2023-12-05,531,12,7181,Опасный,Ясно,Зима,Ночь,Вторник,0,11-20
OR24816,2023-12-05,1097,12,7759,Замороженный,Метель,Зима,Ночь,Вторник,0,11-20
OR17467,2023-12-05,826,18,13181,Опасный,Снег,Зима,Ночь,Вторник,1,11-20
DL38855,2023-12-05,1937,32,36156,Хрупкий,Ясно,Зима,Утро,Вторник,5,30+
OR58006,2023-12-05,1875,24,28315,Замороженный,Снег,Зима,День,Вторник,4,21-30
OR98773,2023-12-05,685,14,14781,Замороженный,Ясно,Зима,Вечер,Вторник,0,11-20
OD64723,2023-12-06,1267,,22295,Обычный,Ясно,Зима,Вечер,Среда,3,
DL79679,2023-12-06,965,8,9078,Обычный,Снег,Зима,День,Среда,0,6-10
OR81018,2023-12-06,1555,20,21312,Опасный,Ясно,Зима,Вечер,Среда,3,11-20
DL35394,2023-12-07,516,,11553,Обычный,Метель,Зима,День,Четверг,0,
DL79778,2023-12-07,1168,18,11293,Обычный,Снег,Зима,Утро,Четверг,1,11-20
OD37457,2023-12-07,1231,22,21484,Хрупкий,Снег,Зима,Вечер,Четверг,2,21-30
OD30158,2023-12-07,1087,12,15042,Обычный,Снег,Зима,Утро,Четверг,1,11-20
OD75403,2023-12-07,1180,23,23573,Обычный,Ясно,Зима,Вечер,Четверг,2,21-30
OR74263,2023-12-08,539,15,15574,Опасный,Ясно,Зима,Вечер,Пятница,0,11-20
DL65452,2023-12-08,985,18,12946,Хрупкий,Ясно,Зима,Вечер,Пятница,1,11-20
DL36270,2023-12-08,375,10,7471,Опасный,Метель,Зима,Вечер,Пятница,0,6-10
OR45921,2023-12-08,1292,12,15549,Опасный,Ясно,Зима,День,Пятница,1,11-20
OD38342,2023-12-08,1268,24,23869,Обычный,Туман,Зима,Утро,Пятница,3,21-30
OR49200,2023-12-09,1573,22,16462,Обычный,Метель,Зима,Ночь,Суббота,2,21-30
DL10923,2023-12-10,572,11,8344,Обычный,Ясно,Зима,Ночь,Воскресенье,0,11-20
OR29032,2023-12-10,1010,13,13533,Обычный,Снег,Зима,Вечер,Воскресенье,0,11-20
OR24645,2023-12-10,694,15,15510,Хрупкий,Ясно,Зима,День,Воскресенье,0,11-20
OR82787,2023-12-11,1247,8,11997,Обычный,Ясно,Зима,Ночь,Понедельник,0,6-10
OD90277,2023-12-11,925,8,9865,Хрупкий,Ясно,Зима,Вечер,Понедельник,0,6-10
OR51169,2023-12-11,383,9,16688,Замороженный,Туман,Зима,День,Понедельник,0,6-10
DL23283,2023-12-11,1088,16,14366,Хрупкий,Снег,Зима,Утро,Понедельник,0,11-20
DL63748,2023-12-12,397,13,15240,Хрупкий,Ясно,Зима,Ночь,Вторник,0,11-20
DL12337,2023-12-12,1786,26,30011,Обычный,Ясно,Зима,День,Вторник,4,21-30
OD96650,2023-12-12,1510,24,27904,Обычный,Ясно,Зима,Ночь,Вторник,3,21-30
OR20740,2023-12-12,378,10,14925,Опасный,Снег,Зима,Ночь,Вторник,0,6-10
DL99906,2023-12-12,2058,32,21827,Опасный,Ясно,Зима,Утро,Вторник,4,30+
OR92468,2023-12-12,1315,16,6457,Хрупкий,Ясно,Зима,Утро,Вторник,0,11-20
OR85450,2023-12-12,1265,12,19591,Опасный,Снег,Зима,Ночь,Вторник,1,11-20
OD35913,2023-12-14,1788,28,26475,Опасный,Ясно,Зима,Утро,Четверг,4,21-30
OD81404,2023-12-14,1603,28,32384,Опасный,Ясно,Зима,Утро,Четверг,5,21-30
DL10356,2023-12-14,1104,12,13747,Опасный,Ясно,Зима,Ночь,Четверг,0,11-20
OR63490,2023-12-14,1624,34,36006,Обычный,Метель,Зима,Вечер,Четверг,5,30+
OR70454,2023-12-14,782,12,12018,Хрупкий,Ясно,Зима,День,Четверг,0,11-20
OD25872,2023-12-14,456,15,10142,Обычный,Ясно,Зима,День,Четверг,0,11-20
OD97145,2023-12-15,1428,25,25533,Хрупкий,Ясно,Зима,Вечер,Пятница,3,21-30
OD91002,2023-12-15,2082,34,31604,Обычный,Снег,Зима,День,Пятница,5,30+
OR84940,2023-12-15,397,11,7630,Обычный,Метель,Зима,Ночь,Пятница,0,11-20
OR45341,2023-12-16,752,16,16869,Опасный,Ясно,Зима,Ночь,Суббота,1,11-20
OD24384,2023-12-16,1885,28,25905,Опасный,Ясно,Зима,Ночь,Суббота,3,21-30
OR91793,2023-12-16,507,10,13608,Опасный,Снег,Зима,Утро,Суббота,0,6-10
DL58880,2023-12-16,505,15,11944,Хрупкий,Снег,Зима,Вечер,Суббота,0,11-20
OR86773,2023-12-16,924,13,6648,Замороженный,,Зима,Утро,Суббота,0,11-20
OD20081,2023-12-16,1421,21,16712,Обычный,Снег,Зима,Утро,Суббота,2,21-30
OD62267,2023-12-16,807,13,10923,Обычный,Ясно,Зима,Вечер,Суббота,0,11-20
OR41432,2023-12-16,1387,16,19715,Опасный,Снег,Зима,Ночь,Суббота,2,11-20
DL74958,2023-12-16,1084,18,23292,Обычный,Туман,Зима,Утро,Суббота,2,11-20
DL76604,2023-12-16,1565,12,17898,Обычный,Снег,Зима,День,Суббота,1,11-20
OD81356,2023-12-17,848,15,15661,Обычный,Снег,Зима,Утро,Воскресенье,0,11-20
OD28200,2023-12-17,953,8,7913,Опасный,Ясно,Зима,День,Воскресенье,0,6-10
OR37993,2023-12-17,397,7,13808,Обычный,Снег,Зима,День,Воскресенье,0,6-10
DL38230,2023-12-17,1825,26,29170,Замороженный,Снег,Зима,Ночь,Воскресенье,4,21-30
DL83893,2023-12-17,1001,8,13233,Опасный,Метель,Зима,Утро,Воскресенье,0,6-10
DL50045,2023-12-18,800,,15497,Опасный,Ясно,Зима,Ночь,Понедельник,1,
DL37763,2023-12-18,1192,23,16525,Обычный,Метель,Зима,День,Понедельник,2,21-30
OR36419,2023-12-18,1297,15,11773,Обычный,Снег,Зима,День,Понедельник,1,11-20
OD19216,2023-12-19,943,9,12899,Опасный,Ясно,Зима,День,Вторник,0,6-10
DL17677,2023-12-19,1789,30,29812,Обычный,Метель,Зима,Вечер,Вторник,5,21-30
DL48226,2023-12-19,477,11,6460,Обычный,Ясно,Зима,Утро,Вторник,0,11-20
DL25481,2023-12-19,391,11,7955,Опасный,Снег,Зима,Утро,Вторник,0,11-20
DL31174,2023-12-20,1537,18,20224,Опасный,Снег,Зима,День,Среда,2,11-20
OD96682,2023-12-20,478,9,13740,Обычный,Ясно,Зима,Ночь,Среда,0,6-10
OR21376,2023-12-20,1321,16,14321,Опасный,Метель,Зима,День,Среда,2,11-20
DL97977,2023-12-20,974,12,12061,Опасный,Ясно,Зима,Ночь,Среда,0,11-20
OR74392,2023-12-20,1039,15,16663,Замороженный,Метель,Зима,Вечер,Среда,1,11-20
DL47819,2023-12-21,680,20,19089,Обычный,Снег,Зима,Вечер,Четверг,1,11-20
DL11152,2023-12-21,579,11,12347,Обычный,Снег,Зима,Утро,Четверг,0,11-20
DL64775,2023-12-21,1120,8,9241,Хрупкий,Метель,Зима,Ночь,Четверг,0,6-10
OD95497,2023-12-21,1776,28,34084,Обычный,Снег,Зима,Вечер,Четверг,4,21-30
DL61352,2023-12-22,1564,21,22127,Опасный,Ясно,Зима,Вечер,Пятница,2,21-30
OR22254,2023-12-22,717,13,10192,Хрупкий,Ясно,Зима,Вечер,Пятница,0,11-20
OD41629,2023-12-22,1016,20,19526,Обычный,Снег,Зима,Утро,Пятница,1,11-20
OR89138,2023-12-22,490,13,14066,Обычный,Ясно,Зима,Утро,Пятница,0,11-20
OR61006,2023-12-22,397,12,7778,Опасный,Снег,Зима,Ночь,Пятница,0,11-20
OR11486,2023-12-23,1681,29,23638,Хрупкий,Ясно,Зима,День,Суббота,4,21-30
DL83292,2023-12-23,639,16,9123,Обычный,Метель,Зима,Ночь,Суббота,0,11-20
DL29726,2023-12-23,1033,16,17231,Обычный,Ясно,Зима,Ночь,Суббота,2,11-20
OD77131,2023-12-23,1238,18,18052,Хрупкий,Снег,Зима,День,Суббота,2,11-20
OR83686,2023-12-24,1547,18,18276,Замороженный,Снег,Зима,День,Воскресенье,2,11-20
OD95522,2023-12-24,640,8,11602,Хрупкий,Ясно,Зима,День,Воскресенье,0,6-10
OR54058,2023-12-24,640,13,11177,Хрупкий,Снег,Зима,День,Воскресенье,1,11-20
OD23082,2023-12-24,930,12,11931,Хрупкий,Метель,Зима,Утро,Воскресенье,0,11-20
OR46328,2023-12-25,425,9,11241,Замороженный,Ясно,Зима,День,Понедельник,0,6-10
OD57185,2023-12-25,1168,17,16239,Опасный,Ясно,Зима,Ночь,Понедельник,2,11-20
DL55522,2023-12-25,907,15,12266,Опасный,Ясно,Зима,Вечер,Понедельник,1,11-20
DL62036,2023-12-25,775,8,9488,Хрупкий,Ясно,Зима,День,Понедельник,0,6-10
OD69025,2023-12-26,855,14,17786,Опасный,Ясно,Зима,Вечер,Вторник,0,11-20
OR92952,2023-12-26,545,10,10672,Хрупкий,Ясно,Зима,Утро,Вторник,0,6-10
OR39966,2023-12-26,749,12,11621,Замороженный,Ясно,Зима,Вечер,Вторник,0,11-20
OR53685,2023-12-27,2158,32,31340,Замороженный,Ясно,Зима,Утро,Среда,5,30+
OR13325,2023-12-27,1232,15,11756,Обычный,Туман,Зима,Ночь,Среда,1,11-20
DL54487,2023-12-27,467,11,8417,Опасный,Ясно,Зима,Утро,Среда,0,11-20
DL68103,2023-12-27,778,12,10851,Обычный,Ясно,Зима,Утро,Среда,0,11-20
OR40560,2023-12-27,1139,14,13813,Обычный,Метель,Зима,Вечер,Среда,0,11-20
OD58397,2023-12-27,846,14,7874,Опасный,Ясно,Зима,Вечер,Среда,0,11-20
OR99739,2023-12-28,535,12,11480,Обычный,Ясно,Зима,Утро,Четверг,0,11-20
OD64541,2023-12-28,1460,22,18969,Замороженный,Метель,Зима,Вечер,Четверг,2,21-30
DL56024,2023-12-28,426,7,12304,Обычный,Снег,Зима,День,Четверг,0,6-10
DL78931,2023-12-28,1120,16,16638,Опасный,Ясно,Зима,Утро,Четверг,0,11-20
OD20971,2023-12-28,692,13,9258,Обычный,Снег,Зима,Вечер,Четверг,0,11-20
OR56047,2023-12-29,1058,11,13615,Обычный,,Зима,День,Пятница,0,11-20
OR62929,2023-12-29,915,21,20101,Хрупкий,Снег,Зима,Ночь,Пятница,2,21-30
OD88682,2023-12-29,636,13,12727,Замороженный,Ясно,Зима,Вечер,Пятница,1,11-20
DL39630,2023-12-29,1377,25,24061,Обычный,Снег,Зима,Ночь,Пятница,4,21-30
OR25075,2023-12-29,784,9,8948,Обычный,Ясно,Зима,Ночь,Пятница,0,6-10
DL29885,2023-12-29,453,13,11717,Обычный,,Зима,Утро,Пятница,0,11-20
OD49315,2023-12-29,866,14,6644,Обычный,Ясно,Зима,Ночь,Пятница,0,11-20
OR40063,2023-12-29,1182,,12022,Замороженный,Ясно,Зима,Вечер,Пятница,0,
DL54052,2023-12-30,989,11,14928,Обычный,Ясно,Зима,День,Суббота,1,11-20
OD11278,2023-12-30,1149,23,16859,Обычный,,Зима,Ночь,Суббота,2,21-30
DL90581,2023-12-30,696,15,10850,Опасный,,Зима,Утро,Суббота,1,11-20
OD83188,2023-12-30,1115,21,20516,Опасный,Снег,Зима,День,Суббота,2,21-30
OD23621,2023-12-30,814,17,18085,Обычный,Ясно,Зима,Ночь,Суббота,1,11-20
OD64802,2023-12-31,681,8,12595,Обычный,Ясно,Зима,Вечер,Воскресенье,0,6-10
OD70570,2023-12-31,737,15,10828,Обычный,Ясно,Зима,Вечер,Воскресенье,0,11-20
DL59766,2023-12-31,530,10,12566,Обычный,Снег,Зима,День,Воскресенье,0,6-10
OD79056,2023-12-31,467,14,11221,Обычный,Ясно,Зима,Ночь,Воскресенье,0,11-20
DL56311,2024-01-01,1892,31,33473,Обычный,Ясно,Зима,Утро,Понедельник,5,30+
OR62120,2024-01-01,1162,16,21605,Замороженный,,Зима,Утро,Понедельник,2,11-20
OD66244,2024-01-01,1464,24,22154,Обычный,Снег,Зима,Ночь,Понедельник,4,21-30
OD67095,2024-01-01,1270,17,18917,Хрупкий,Ясно,Зима,Утро,Понедельник,2,11-20
DL62645,2024-01-02,828,8,9176,Хрупкий,Ясно,Зима,Вечер,Вторник,0,6-10
OR44737,2024-01-02,401,8,12097,Хрупкий,Снег,Зима,Вечер,Вторник,0,6-10
OD52792,2024-01-02,1201,14,10062,Замороженный,Ясно,Зима,Утро,Вторник,0,11-20
OD55028,2024-01-02,860,15,11884,Обычный,Метель,Зима,Утро,Вторник,0,11-20
DL42125,2024-01-02,1794,29,27809,Обычный,Ясно,Зима,Вечер,Вторник,4,21-30
OD63493,2024-01-02,1060,18,18236,Замороженный,Снег,Зима,День,Вторник,1,11-20
OD16188,2024-01-03,454,13,7835,Хрупкий,Метель,Зима,Ночь,Среда,0,11-20
OR71679,2024-01-03,912,14,11469,Опасный,Ясно,Зима,День,Среда,0,11-20
OD54652,2024-01-03,1719,27,18940,Опасный,Ясно,Зима,День,Среда,3,21-30
OR75188,2024-01-03,780,14,11731,Обычный,Туман,Зима,Утро,Среда,0,11-20
OD98368,2024-01-03,1469,21,16154,Хрупкий,Снег,Зима,День,Среда,2,21-30
OD73754,2024-01-04,764,16,7868,Опасный,Снег,Зима,Утро,Четверг,0,11-20
DL43004,2024-01-04,1046,13,19973,Обычный,Ясно,Зима,День,Четверг,1,11-20
OD27848,2024-01-04,1920,26,30309,Опасный,Снег,Зима,Вечер,Четверг,4,21-30
OD84285,2024-01-05,671,13,14692,Хрупкий,Снег,Зима,День,Пятница,1,11-20
OD58771,2024-01-05,1047,15,14446,Обычный,Ясно,Зима,Утро,Пятница,0,11-20
OD81124,2024-01-05,1036,,11629,Обычный,Снег,Зима,Вечер,Пятница,0,
DL46859,2024-01-05,1092,21,26586,Обычный,Ясно,Зима,Утро,Пятница,3,21-30
OD78613,2024-01-06,1151,8,18398,Опасный,Снег,Зима,Ночь,Суббота,0,6-10
OD90159,2024-01-06,2106,28,27573,Опасный,Ясно,Зима,Утро,Суббота,5,21-30
DL15241,2024-01-06,1432,28,28699,Опасный,Снег,Зима,Вечер,Суббота,4,21-30
OR61018,2024-01-06,484,16,16635,Обычный,Ясно,Зима,Утро,Суббота,0,11-20
OR32464,2024-01-07,1157,19,20594,Опасный,Ясно,Зима,Ночь,Воскресенье,2,11-20
OR29550,2024-01-07,481,8,8691,Обычный,Снег,Зима,День,Воскресенье,0,6-10
DL46203,2024-01-07,893,9,13973,Обычный,Снег,Зима,Утро,Воскресенье,0,6-10
OD62662,2024-01-08,776,14,17137,Хрупкий,Ясно,Зима,Утро,Понедельник,1,11-20
OR37925,2024-01-08,882,19,15173,Хрупкий,Метель,Зима,День,Понедельник,2,11-20
OD80523,2024-01-08,1269,16,22440,Замороженный,Снег,Зима,День,Понедельник,2,11-20
OR13618,2024-01-08,1978,28,21427,Опасный,Ясно,Зима,Ночь,Понедельник,3,21-30
OR22036,2024-01-09,454,13,16439,Обычный,Ясно,Зима,Утро,Вторник,0,11-20
OR39420,2024-01-09,1432,21,22926,Опасный,Ясно,Зима,Вечер,Вторник,3,21-30
DL70922,2024-01-09,1091,13,11301,Опасный,Снег,Зима,День,Вторник,0,11-20
DL72786,2024-01-09,842,17,15041,Хрупкий,Ясно,Зима,Утро,Вторник,1,11-20
OD57213,2024-01-09,1432,21,23289,Опасный,Снег,Зима,Утро,Вторник,2,21-30
OR18152,2024-01-10,1745,36,30785,Хрупкий,Ясно,Зима,День,Среда,5,30+
OR39077,2024-01-10,1020,14,6811,Обычный,Ясно,Зима,Утро,Среда,0,11-20
OD82079,2024-01-10,554,11,10165,Замороженный,Метель,Зима,Вечер,Среда,0,11-20
DL67460,2024-01-11,1771,30,30444,Обычный,Ясно,Зима,День,Четверг,4,21-30
OD64782,2024-01-11,517,16,8960,Хрупкий,Снег,Зима,Вечер,Четверг,0,11-20
DL13356,2024-01-11,1940,31,23502,Хрупкий,Ясно,Зима,Ночь,Четверг,4,30+
OD63645,2024-01-11,552,10,13812,Замороженный,Снег,Зима,Ночь,Четверг,0,6-10
DL48173,2024-01-11,755,17,19176,Опасный,Ясно,Зима,Вечер,Четверг,1,11-20
OR80951,2024-01-12,723,11,10925,Замороженный,Снег,Зима,Вечер,Пятница,0,11-20
OR14171,2024-01-12,483,11,12460,Обычный,Ясно,Зима,Утро,Пятница,0,11-20
OD24319,2024-01-13,1225,10,12086,Обычный,Ясно,Зима,Вечер,Суббота,0,6-10
DL83686,2024-01-13,1394,23,25913,Обычный,Ясно,Зима,Ночь,Суббота,3,21-30
OD34237,2024-01-13,2013,31,39310,Опасный,,Зима,Ночь,Суббота,5,30+
OD59481,2024-01-13,1150,18,16900,Опасный,Ясно,Зима,Ночь,Суббота,2,11-20
DL93169,2024-01-13,454,13,8393,Опасный,Снег,Зима,Ночь,Суббота,0,11-20
OR17936,2024-01-14,831,9,7892,Обычный,Снег,Зима,Утро,Воскресенье,0,6-10
