ID ТС,Дата записи,Пробег (км),Возраст ТС (лет),Количество ТО за год,Загрузка (%),Средняя скорость (км/ч),Средняя нагрузка двигателя (%),Поломка в ближайший месяц
VEH69328,2023-05-28,546840.0,12.0,6.0,75.4,61.0,64.0,0
VEH56729,2023-05-29,393461.0,7.0,4.0,32.1,38.0,94.0,0
VEH63719,2023-05-29,375957.0,6.0,3.0,41.6,48.0,34.0,1
VEH98969,2023-05-29,225814.0,4.0,0.0,61.5,55.0,113.0,0
VEH64093,2023-05-29,1082569.0,18.0,1.0,40.1,54.0,73.0,1
VEH27236,2023-05-30,518959.0,14.0,2.0,91.1,43.0,66.0,1
VEH04403,2023-05-30,22887.0,2.0,4.0,71.4,24.0,73.0,0
VEH86989,2023-05-30,150338.0,10.0,9.0,33.3,31.0,71.0,0
VEH10570,2023-05-31,403881.0,15.0,6.0,46.3,27.0,51.0,0
VEH69075,2023-06-01,1060878.0,20.0,10.0,70.3,47.0,48.0,1
VEH60847,2023-06-01,705743.0,17.0,9.0,31.8,28.0,69.0,0
VEH29901,2023-06-01,216780.0,6.0,7.0,59.8,32.0,41.0,0
VEH65989,2023-06-01,356472.0,11.0,2.0,34.0,39.0,66.0,0
VEH37456,2023-06-01,429625.0,11.0,1.0,79.3,71.0,42.0,0
VEH75037,2023-06-02,219197.0,8.0,6.0,30.4,43.0,88.0,0
VEH98537,2023-06-02,988341.0,15.0,7.0,69.2,42.0,73.0,1
VEH70276,2023-06-03,408721.0,12.0,5.0,81.6,34.0,,0
VEH53151,2023-06-03,212944.0,10.0,6.0,69.1,82.0,42.0,0
VEH73157,2023-06-04,769821.0,18.0,2.0,88.1,69.0,32.0,1
VEH58593,2023-06-05,215599.0,5.0,4.0,60.4,63.0,57.0,0
VEH60749,2023-06-06,463513.0,15.0,5.0,85.5,73.0,46.0,0
VEH37195,2023-06-07,153066.0,4.0,3.0,73.1,78.0,61.0,0
VEH87597,2023-06-08,768531.0,15.0,4.0,55.2,73.0,92.0,0
VEH89197,2023-06-08,203474.0,5.0,6.0,33.6,104.0,92.0,0
VEH25086,2023-06-08,12817.0,0.0,11.0,71.8,28.0,88.0,0
VEH07530,2023-06-08,361404.0,10.0,9.0,67.4,51.0,51.0,0
VEH06653,2023-06-08,13512.0,0.0,1.0,70.4,80.0,63.0,0
VEH17194,2023-06-09,1091557.0,16.0,3.0,36.4,47.0,71.0,1
VEH04066,2023-06-09,527131.0,10.0,10.0,38.4,32.0,45.0,0
VEH08267,2023-06-10,1143799.0,16.0,4.0,34.6,36.0,80.0,1
VEH03808,2023-06-10,789975.0,16.0,9.0,48.3,50.0,33.0,0
VEH71731,2023-06-11,894945.0,19.0,3.0,46.8,73.0,97.0,1
VEH15029,2023-06-11,20937.0,1.0,7.0,88.1,18.0,51.0,0
VEH98742,2023-06-11,1005622.0,18.0,7.0,79.9,41.0,59.0,1
VEH67318,2023-06-13,483591.0,14.0,0.0,62.3,65.0,58.0,0
VEH91561,2023-06-13,37341.0,0.0,6.0,65.0,88.0,45.0,0
VEH55955,2023-06-13,14567.0,2.0,7.0,75.6,34.0,74.0,0
VEH78126,2023-06-13,589576.0,13.0,7.0,94.3,34.0,64.0,0
VEH41405,2023-06-14,1076992.0,19.0,10.0,40.4,88.0,56.0,0
VEH61155,2023-06-14,520641.0,10.0,9.0,96.4,46.0,65.0,0
VEH61184,2023-06-14,,8.0,4.0,55.8,20.0,97.0,0
VEH32526,2023-06-14,14284.0,1.0,3.0,87.9,84.0,66.0,0
VEH84101,2023-06-14,783731.0,18.0,4.0,32.1,20.0,33.0,1
VEH68045,2023-06-14,30314.0,0.0,7.0,59.7,80.0,89.0,0
VEH17571,2023-06-14,335038.0,7.0,7.0,51.3,51.0,64.0,0
VEH86238,2023-06-14,33892.0,0.0,6.0,59.3,80.0,46.0,0
VEH93323,2023-06-14,38785.0,2.0,4.0,98.5,86.0,38.0,1
VEH62099,2023-06-15,981962.0,17.0,6.0,71.7,47.0,69.0,1
VEH98176,2023-06-16,1157018.0,20.0,4.0,94.9,63.0,67.0,0
VEH96757,2023-06-16,28875.0,1.0,8.0,73.3,43.0,79.0,0
VEH30658,2023-06-16,290290.0,6.0,8.0,77.8,26.0,74.0,0
VEH47628,2023-06-17,467786.0,9.0,1.0,33.3,66.0,68.0,0
VEH14047,2023-06-17,419672.0,12.0,9.0,81.4,65.0,68.0,0
VEH90095,2023-06-17,186867.0,5.0,8.0,92.6,78.0,61.0,0
VEH74579,2023-06-18,18894.0,0.0,10.0,44.6,68.0,59.0,0
VEH92086,2023-06-18,495516.0,10.0,9.0,80.5,78.0,48.0,0
VEH06663,2023-06-18,738996.0,15.0,0.0,60.0,78.0,71.0,0
VEH78532,2023-06-18,242773.0,8.0,2.0,77.6,25.0,45.0,0
VEH21260,2023-06-18,145561.0,8.0,6.0,41.2,74.0,66.0,0
VEH57345,2023-06-18,580536.0,13.0,3.0,92.0,55.0,68.0,1
VEH97278,2023-06-18,473959.0,11.0,1.0,50.8,64.0,73.0,0
VEH06854,2023-06-18,345800.0,9.0,4.0,79.9,40.0,62.0,0
VEH54783,2023-06-19,1047234.0,17.0,11.0,91.9,39.0,92.0,1
VEH70140,2023-06-19,80372.0,4.0,1.0,87.5,19.0,34.0,0
VEH94780,2023-06-19,22079.0,0.0,3.0,91.2,57.0,79.0,0
VEH12264,2023-06-19,425580.0,8.0,2.0,75.0,48.0,38.0,1
VEH61686,2023-06-19,646708.0,14.0,5.0,57.4,24.0,39.0,0
VEH31585,2023-06-20,1214725.0,17.0,7.0,55.3,73.0,84.0,0
VEH07631,2023-06-20,835272.0,15.0,9.0,78.7,64.0,78.0,1
VEH60742,2023-06-20,25511.0,2.0,5.0,62.8,76.0,35.0,0
VEH48569,2023-06-20,580067.0,11.0,2.0,68.3,56.0,52.0,0
VEH90819,2023-06-21,125459.0,6.0,8.0,67.9,31.0,94.0,0
VEH04270,2023-06-21,7604.0,0.0,8.0,52.1,60.0,35.0,1
VEH96253,2023-06-21,25744.0,2.0,1.0,62.2,30.0,44.0,0
VEH40532,2023-06-22,232858.0,10.0,2.0,71.8,72.0,68.0,0
VEH38706,2023-06-22,1100728.0,17.0,3.0,80.2,28.0,68.0,1
VEH95199,2023-06-22,996089.0,20.0,5.0,81.8,17.0,60.0,1
VEH47559,2023-06-22,739975.0,12.0,6.0,53.6,35.0,35.0,0
VEH94277,2023-06-23,1105854.0,16.0,6.0,74.3,57.0,70.0,1
VEH03209,2023-06-23,393782.0,6.0,10.0,32.0,104.0,65.0,0
VEH12272,2023-06-23,1148359.0,18.0,1.0,92.3,67.0,48.0,1
VEH14421,2023-06-24,340541.0,7.0,11.0,42.5,29.0,72.0,0
VEH04695,2023-06-24,1028187.0,15.0,8.0,41.8,53.0,85.0,0
VEH18448,2023-06-24,269791.0,12.0,5.0,36.8,79.0,66.0,0
VEH92556,2023-06-24,224011.0,6.0,0.0,44.6,31.0,73.0,0
VEH16036,2023-06-24,354249.0,6.0,0.0,78.1,43.0,93.0,0
VEH57086,2023-06-24,25709.0,0.0,10.0,49.2,26.0,76.0,0
VEH35014,2023-06-25,730454.0,20.0,5.0,91.2,82.0,70.0,0
VEH06502,2023-06-25,11907.0,0.0,5.0,98.1,42.0,47.0,1
VEH45076,2023-06-25,9294.0,2.0,2.0,34.2,43.0,68.0,0
VEH24796,2023-06-25,716306.0,19.0,7.0,78.0,45.0,65.0,0
VEH49628,2023-06-25,159706.0,3.0,9.0,86.5,68.0,73.0,0
VEH46893,2023-06-25,204869.0,15.0,8.0,95.2,93.0,57.0,0
VEH43490,2023-06-25,551857.0,10.0,1.0,77.5,32.0,54.0,0
VEH60394,2023-06-25,29510.0,1.0,10.0,78.3,24.0,103.0,0
VEH92092,2023-06-26,354957.0,9.0,9.0,49.3,67.0,67.0,0
VEH27296,2023-06-26,308507.0,9.0,0.0,35.8,69.0,41.0,0
VEH28033,2023-06-26,22899.0,1.0,4.0,60.4,59.0,28.0,0
VEH57830,2023-06-27,130733.0,4.0,4.0,48.5,29.0,34.0,0
VEH23080,2023-06-27,164796.0,4.0,4.0,98.0,65.0,64.0,0
VEH83921,2023-06-27,195516.0,13.0,1.0,59.4,46.0,53.0,0
VEH12142,2023-06-27,170485.0,11.0,1.0,32.7,21.0,41.0,0
VEH33103,2023-06-27,272947.0,9.0,6.0,43.0,32.0,50.0,0
VEH21264,2023-06-28,313003.0,9.0,5.0,82.1,92.0,103.0,0
VEH78678,2023-06-28,36468.0,2.0,2.0,98.0,75.0,85.0,0
VEH24621,2023-06-28,906220.0,19.0,9.0,58.1,25.0,,1
VEH27463,2023-06-29,274769.0,11.0,1.0,86.2,33.0,88.0,0
VEH32955,2023-06-29,303640.0,8.0,5.0,70.4,42.0,101.0,0
VEH00493,2023-06-29,,3.0,2.0,39.0,30.0,64.0,0
VEH24487,2023-06-29,1096398.0,18.0,1.0,69.0,33.0,91.0,1
VEH74230,2023-06-30,509635.0,8.0,4.0,92.5,42.0,43.0,1
VEH46412,2023-06-30,836650.0,17.0,8.0,91.4,63.0,32.0,0
VEH06087,2023-06-30,23276.0,2.0,8.0,62.8,33.0,66.0,0
VEH15932,2023-06-30,950287.0,17.0,4.0,91.2,37.0,55.0,0
VEH91326,2023-06-30,229957.0,9.0,1.0,91.8,29.0,62.0,1
VEH82344,2023-07-01,8620.0,1.0,4.0,35.4,25.0,79.0,0
VEH24360,2023-07-01,769172.0,13.0,1.0,84.1,36.0,93.0,0
VEH75255,2023-07-01,440845.0,8.0,0.0,82.5,33.0,88.0,0
VEH20934,2023-07-01,121747.0,3.0,9.0,51.7,24.0,52.0,0
VEH69514,2023-07-01,503889.0,15.0,0.0,44.3,51.0,48.0,0
VEH93847,2023-07-02,346512.0,11.0,6.0,80.8,60.0,27.0,0
VEH67390,2023-07-02,470042.0,8.0,2.0,99.9,70.0,48.0,0
VEH05564,2023-07-03,1159947.0,17.0,3.0,80.2,52.0,43.0,1
VEH50435,2023-07-03,67830.0,5.0,2.0,70.1,88.0,67.0,0
VEH01911,2023-07-03,1041923.0,18.0,1.0,86.1,52.0,52.0,1
VEH01150,2023-07-03,16305.0,0.0,6.0,93.0,32.0,73.0,1
VEH31133,2023-07-04,74101.0,4.0,2.0,80.4,22.0,41.0,0
VEH48829,2023-07-04,848073.0,16.0,3.0,70.1,43.0,97.0,1
VEH89070,2023-07-04,6604.0,0.0,10.0,79.4,63.0,96.0,0
VEH04065,2023-07-04,321487.0,8.0,8.0,51.6,60.0,101.0,0
VEH79445,2023-07-04,313541.0,6.0,8.0,92.0,61.0,30.0,0
VEH40422,2023-07-05,36383.0,1.0,6.0,88.8,26.0,44.0,0
VEH56016,2023-07-05,489613.0,12.0,3.0,98.3,32.0,35.0,1
VEH28824,2023-07-05,319511.0,9.0,5.0,33.1,71.0,46.0,0
VEH87272,2023-07-05,1161127.0,18.0,6.0,71.1,88.0,69.0,0
VEH58983,2023-07-05,416129.0,9.0,4.0,70.3,88.0,54.0,0
VEH61781,2023-07-06,95087.0,3.0,6.0,70.2,77.0,67.0,0
VEH87161,2023-07-06,1128708.0,19.0,7.0,48.5,37.0,99.0,0
VEH42351,2023-07-07,63822.0,3.0,6.0,38.1,29.0,61.0,0
VEH12281,2023-07-07,327916.0,8.0,2.0,91.3,74.0,101.0,1
VEH58942,2023-07-07,920191.0,20.0,8.0,77.0,44.0,53.0,0
VEH83799,2023-07-08,368806.0,7.0,2.0,35.5,71.0,81.0,0
VEH28100,2023-07-08,253478.0,7.0,3.0,46.5,24.0,46.0,0
VEH75083,2023-07-08,29636.0,2.0,10.0,32.8,87.0,46.0,0
VEH95682,2023-07-08,199707.0,6.0,4.0,86.4,43.0,61.0,0
VEH22421,2023-07-10,855907.0,18.0,0.0,56.9,25.0,121.0,0
VEH10464,2023-07-10,75470.0,3.0,0.0,38.5,86.0,57.0,0
VEH98956,2023-07-11,482978.0,10.0,3.0,42.4,24.0,88.0,0
VEH36530,2023-07-12,232198.0,4.0,11.0,35.9,76.0,92.0,0
VEH46419,2023-07-13,364567.0,11.0,5.0,78.2,22.0,34.0,1
VEH93137,2023-07-13,392066.0,12.0,10.0,60.5,23.0,89.0,0
VEH24649,2023-07-13,495346.0,8.0,7.0,61.9,56.0,37.0,1
VEH91652,2023-07-14,903178.0,20.0,2.0,76.2,73.0,32.0,1
VEH57234,2023-07-14,451515.0,11.0,3.0,43.4,88.0,41.0,0
VEH50986,2023-07-15,291127.0,7.0,7.0,63.7,57.0,33.0,1
VEH55965,2023-07-15,277190.0,8.0,6.0,69.5,100.0,33.0,1
VEH59099,2023-07-15,11021.0,0.0,6.0,63.6,32.0,90.0,0
VEH61127,2023-07-15,37388.0,1.0,0.0,63.1,70.0,77.0,0
VEH42523,2023-07-15,741183.0,16.0,4.0,57.4,26.0,64.0,0
VEH54370,2023-07-16,90282.0,3.0,4.0,36.1,65.0,83.0,0
VEH13971,2023-07-16,406287.0,8.0,2.0,48.7,46.0,80.0,0
VEH56138,2023-07-16,30855.0,0.0,7.0,93.3,50.0,76.0,0
VEH85574,2023-07-16,1154585.0,16.0,1.0,57.1,42.0,86.0,1
VEH79461,2023-07-17,428623.0,11.0,4.0,50.2,69.0,57.0,0
VEH90127,2023-07-17,469622.0,14.0,3.0,54.6,80.0,55.0,0
VEH37257,2023-07-17,413610.0,8.0,7.0,83.2,66.0,102.0,0
VEH36843,2023-07-17,297317.0,8.0,2.0,71.3,67.0,29.0,1
VEH13554,2023-07-17,592581.0,14.0,2.0,81.6,31.0,72.0,0
VEH01773,2023-07-18,201596.0,7.0,10.0,90.8,60.0,42.0,1
VEH23469,2023-07-18,188865.0,7.0,8.0,55.2,46.0,54.0,0
VEH05868,2023-07-18,246922.0,4.0,1.0,68.3,25.0,90.0,0
VEH79791,2023-07-18,296246.0,11.0,9.0,61.6,90.0,48.0,0
VEH64334,2023-07-18,4173.0,3.0,4.0,70.7,73.0,58.0,0
VEH02604,2023-07-19,844935.0,16.0,4.0,76.6,74.0,77.0,1
VEH15287,2023-07-19,40987.0,0.0,1.0,61.9,26.0,53.0,0
VEH72535,2023-07-20,174795.0,3.0,3.0,67.5,83.0,73.0,0
VEH92511,2023-07-20,349923.0,8.0,3.0,92.1,72.0,65.0,1
VEH73804,2023-07-20,1143400.0,17.0,9.0,88.5,65.0,54.0,0
VEH04177,2023-07-22,786881.0,16.0,2.0,95.7,45.0,37.0,1
VEH73056,2023-07-22,1051827.0,16.0,0.0,46.3,42.0,112.0,1
VEH99692,2023-07-22,37449.0,0.0,5.0,90.5,81.0,46.0,0
VEH99600,2023-07-23,797410.0,17.0,,81.0,43.0,32.0,0
VEH87725,2023-07-23,7410.0,0.0,7.0,59.8,23.0,49.0,0
VEH78306,2023-07-23,180967.0,3.0,4.0,64.2,64.0,73.0,0
VEH89034,2023-07-23,271523.0,13.0,4.0,40.0,60.0,37.0,1
VEH97535,2023-07-23,253251.0,8.0,8.0,51.1,45.0,31.0,0
VEH48241,2023-07-24,710361.0,12.0,10.0,97.0,47.0,41.0,1
VEH11193,2023-07-25,980203.0,19.0,9.0,55.3,47.0,102.0,1
VEH53120,2023-07-25,131682.0,3.0,6.0,77.0,58.0,89.0,0
VEH64744,2023-07-25,306891.0,6.0,3.0,35.4,89.0,40.0,0
VEH59588,2023-07-26,193196.0,10.0,5.0,90.6,52.0,74.0,1
VEH81552,2023-07-26,241355.0,7.0,8.0,60.6,24.0,83.0,0
VEH43329,2023-07-26,219361.0,7.0,7.0,39.9,52.0,88.0,0
VEH05304,2023-07-27,20335.0,0.0,1.0,66.9,28.0,104.0,0
VEH26189,2023-07-27,166407.0,4.0,3.0,55.0,87.0,66.0,0
VEH48479,2023-07-27,32260.0,1.0,3.0,63.2,18.0,98.0,0
VEH61996,2023-07-27,720798.0,17.0,1.0,41.2,58.0,47.0,1
VEH17770,2023-07-27,890597.0,17.0,8.0,34.9,40.0,73.0,0
VEH76269,2023-07-28,321213.0,7.0,3.0,44.8,31.0,67.0,0
VEH70212,2023-07-28,64048.0,3.0,0.0,68.9,89.0,75.0,0
VEH91709,2023-07-30,885749.0,18.0,6.0,93.9,80.0,81.0,0
VEH26668,2023-07-31,205229.0,8.0,9.0,88.4,25.0,79.0,0
VEH54466,2023-08-01,462681.0,14.0,3.0,83.1,81.0,57.0,0
VEH00177,2023-08-01,216745.0,7.0,10.0,99.7,33.0,85.0,0
VEH06182,2023-08-01,492218.0,8.0,9.0,74.6,49.0,51.0,0
VEH67773,2023-08-01,943908.0,20.0,3.0,86.2,25.0,72.0,1
VEH73978,2023-08-01,335879.0,8.0,8.0,86.0,58.0,80.0,0
VEH45171,2023-08-02,36692.0,0.0,8.0,35.2,33.0,31.0,0
VEH31828,2023-08-02,150875.0,6.0,6.0,78.1,20.0,30.0,0
VEH32837,2023-08-02,74687.0,3.0,1.0,55.9,76.0,74.0,0
VEH97152,2023-08-03,206061.0,7.0,9.0,88.7,50.0,59.0,0
VEH87799,2023-08-03,610988.0,13.0,5.0,54.5,71.0,30.0,1
VEH35782,2023-08-03,465301.0,14.0,9.0,40.9,86.0,62.0,0
VEH57673,2023-08-04,19733.0,0.0,1.0,32.9,66.0,65.0,0
VEH22923,2023-08-04,909000.0,18.0,0.0,70.0,24.0,87.0,0
VEH87345,2023-08-04,221765.0,6.0,2.0,78.5,63.0,84.0,0
VEH24072,2023-08-04,143269.0,7.0,0.0,89.4,41.0,96.0,0
VEH28177,2023-08-04,205693.0,6.0,3.0,40.3,36.0,37.0,1
VEH28654,2023-08-05,162978.0,9.0,7.0,43.9,24.0,51.0,0
VEH99561,2023-08-05,679839.0,14.0,3.0,65.7,68.0,34.0,0
VEH91343,2023-08-05,38215.0,1.0,1.0,63.7,32.0,97.0,0
VEH86367,2023-08-05,359583.0,6.0,5.0,60.2,73.0,100.0,0
VEH43987,2023-08-06,139112.0,9.0,10.0,89.1,44.0,92.0,0
VEH47024,2023-08-06,25161.0,2.0,2.0,85.7,38.0,93.0,0
VEH95594,2023-08-06,27083.0,0.0,2.0,71.7,42.0,84.0,0
VEH32863,2023-08-06,1216769.0,17.0,2.0,83.7,80.0,68.0,1
VEH30184,2023-08-07,530315.0,13.0,1.0,53.1,20.0,83.0,0
VEH95730,2023-08-07,50882.0,5.0,3.0,40.6,71.0,73.0,0
VEH12209,2023-08-08,552398.0,13.0,1.0,47.4,40.0,43.0,0
VEH62320,2023-08-08,74171.0,5.0,4.0,59.9,43.0,55.0,0
VEH15121,2023-08-08,908411.0,17.0,10.0,83.8,57.0,42.0,1
VEH02567,2023-08-08,973627.0,18.0,8.0,32.7,64.0,104.0,0
VEH21771,2023-08-08,567222.0,14.0,2.0,60.9,41.0,72.0,0
VEH78474,2023-08-09,932756.0,19.0,9.0,39.7,81.0,47.0,1
VEH29220,2023-08-09,194473.0,6.0,6.0,52.5,44.0,92.0,0
VEH32609,2023-08-09,1021765.0,19.0,7.0,76.6,22.0,88.0,1
VEH32195,2023-08-09,309685.0,8.0,8.0,97.5,90.0,87.0,0
VEH33935,2023-08-09,19141.0,0.0,3.0,41.8,107.0,83.0,0
VEH03899,2023-08-09,384261.0,12.0,8.0,72.9,49.0,53.0,0
VEH00132,2023-08-09,15009.0,2.0,9.0,94.9,38.0,81.0,0
VEH92803,2023-08-09,159510.0,4.0,0.0,85.4,76.0,91.0,0
VEH93826,2023-08-10,1081885.0,17.0,1.0,83.9,64.0,63.0,1
VEH13837,2023-08-10,210917.0,12.0,10.0,88.0,54.0,120.0,0
VEH65959,2023-08-10,155436.0,4.0,0.0,80.6,58.0,83.0,0
VEH83145,2023-08-10,767594.0,17.0,3.0,66.5,30.0,133.0,1
VEH89169,2023-08-10,126215.0,7.0,0.0,69.9,40.0,34.0,0
VEH00925,2023-08-11,952488.0,19.0,7.0,88.8,72.0,35.0,1
VEH40006,2023-08-11,411956.0,7.0,9.0,55.7,83.0,56.0,0
VEH66191,2023-08-11,426950.0,10.0,9.0,88.2,35.0,100.0,0
VEH02816,2023-08-11,192478.0,8.0,4.0,95.1,88.0,37.0,0
VEH72120,2023-08-12,167836.0,4.0,2.0,36.4,75.0,40.0,0
VEH10576,2023-08-12,641670.0,15.0,3.0,35.0,53.0,31.0,0
VEH46921,2023-08-13,365423.0,7.0,9.0,63.1,74.0,109.0,0
VEH09569,2023-08-13,210305.0,4.0,9.0,99.8,44.0,68.0,0
VEH12112,2023-08-14,380612.0,13.0,9.0,89.4,78.0,84.0,0
VEH58715,2023-08-14,377146.0,10.0,8.0,53.7,47.0,47.0,0
VEH62358,2023-08-14,265526.0,8.0,5.0,71.3,91.0,102.0,0
VEH38070,2023-08-14,31710.0,0.0,0.0,88.5,24.0,60.0,0
VEH24458,2023-08-15,27825.0,0.0,0.0,44.3,46.0,53.0,0
VEH23174,2023-08-15,237343.0,5.0,10.0,90.8,70.0,75.0,0
VEH86688,2023-08-15,8820.0,2.0,3.0,50.6,27.0,81.0,0
VEH24315,2023-08-15,122289.0,3.0,7.0,45.4,38.0,,0
VEH73757,2023-08-15,1013939.0,17.0,10.0,33.9,30.0,78.0,0
VEH42570,2023-08-15,983363.0,20.0,8.0,80.3,65.0,84.0,1
VEH96375,2023-08-15,214548.0,4.0,5.0,49.5,78.0,40.0,0
VEH70107,2023-08-16,182831.0,3.0,8.0,99.3,27.0,,0
VEH97612,2023-08-16,320025.0,9.0,4.0,65.0,24.0,49.0,0
VEH82163,2023-08-17,1180431.0,17.0,2.0,81.7,70.0,30.0,0
VEH19763,2023-08-17,1005087.0,18.0,9.0,59.4,66.0,27.0,1
VEH89031,2023-08-17,491241.0,15.0,9.0,88.4,84.0,30.0,0
VEH07627,2023-08-17,33680.0,2.0,2.0,86.3,99.0,44.0,0
VEH36497,2023-08-18,145313.0,9.0,8.0,58.2,43.0,63.0,0
VEH12876,2023-08-18,29766.0,1.0,,88.0,35.0,32.0,0
VEH16594,2023-08-19,23713.0,1.0,8.0,52.2,70.0,36.0,0
VEH91323,2023-08-20,32858.0,0.0,0.0,43.1,45.0,60.0,0
VEH32258,2023-08-20,17493.0,0.0,9.0,80.6,24.0,63.0,0
VEH16961,2023-08-20,324770.0,7.0,6.0,62.0,80.0,57.0,0
VEH77381,2023-08-21,761680.0,10.0,1.0,96.3,75.0,93.0,1
VEH15878,2023-08-21,1025039.0,16.0,4.0,92.0,55.0,78.0,0
VEH63400,2023-08-21,791478.0,12.0,6.0,85.8,42.0,33.0,1
VEH13707,2023-08-21,148834.0,7.0,6.0,32.7,51.0,39.0,0
VEH42657,2023-08-21,193407.0,8.0,8.0,85.1,49.0,51.0,0
VEH25937,2023-08-22,270905.0,10.0,5.0,62.5,29.0,30.0,1
VEH35391,2023-08-23,306910.0,11.0,4.0,73.6,42.0,89.0,0
VEH89677,2023-08-23,869722.0,18.0,6.0,35.7,70.0,89.0,1
VEH22708,2023-08-23,806201.0,17.0,0.0,41.0,38.0,82.0,1
VEH20179,2023-08-23,30497.0,1.0,6.0,48.3,84.0,61.0,0
VEH48971,2023-08-23,608720.0,13.0,9.0,85.0,76.0,85.0,0
VEH26649,2023-08-23,830172.0,17.0,6.0,62.9,25.0,27.0,1
VEH48166,2023-08-23,27074.0,0.0,9.0,90.0,71.0,81.0,0
VEH72627,2023-08-24,1189386.0,16.0,2.0,46.5,25.0,59.0,1
VEH41604,2023-08-24,17079.0,1.0,4.0,40.1,87.0,69.0,0
VEH32663,2023-08-25,183865.0,3.0,6.0,45.2,80.0,79.0,0
VEH85525,2023-08-25,1012182.0,16.0,1.0,93.5,82.0,52.0,0
VEH12393,2023-08-26,1084393.0,16.0,0.0,64.8,27.0,58.0,1
VEH30273,2023-08-26,374878.0,8.0,10.0,31.6,55.0,75.0,0
VEH49898,2023-08-26,393238.0,15.0,7.0,79.5,69.0,69.0,0
VEH04686,2023-08-26,311488.0,7.0,8.0,71.3,79.0,47.0,0
VEH69047,2023-08-26,276323.0,6.0,8.0,57.1,24.0,49.0,0
VEH07171,2023-08-27,312738.0,12.0,4.0,93.5,42.0,93.0,1
VEH68624,2023-08-27,11726.0,2.0,2.0,80.3,26.0,83.0,0
VEH30449,2023-08-27,937453.0,19.0,10.0,48.3,82.0,71.0,0
VEH81851,2023-08-28,216445.0,5.0,8.0,43.2,47.0,73.0,0
VEH37853,2023-08-28,352026.0,9.0,6.0,98.9,76.0,62.0,1
VEH29561,2023-08-28,13520.0,0.0,3.0,35.0,42.0,104.0,0
VEH33771,2023-08-29,181779.0,4.0,5.0,39.7,24.0,52.0,0
VEH90103,2023-08-29,1113288.0,16.0,6.0,35.8,27.0,35.0,0
VEH09823,2023-08-29,418346.0,9.0,4.0,34.3,62.0,38.0,1
VEH45238,2023-08-29,18780.0,1.0,6.0,88.6,76.0,63.0,0
VEH83741,2023-08-30,944129.0,20.0,,61.6,73.0,57.0,0
VEH92100,2023-08-30,613760.0,11.0,4.0,72.2,47.0,,0
VEH76472,2023-08-30,31788.0,1.0,2.0,66.4,26.0,67.0,0
VEH34133,2023-08-30,341516.0,7.0,9.0,57.5,32.0,81.0,0
VEH11625,2023-08-31,877683.0,17.0,11.0,61.1,45.0,69.0,0
VEH07930,2023-08-31,328019.0,6.0,0.0,71.4,69.0,102.0,0
VEH97502,2023-09-01,347620.0,15.0,6.0,96.3,57.0,58.0,0
VEH87923,2023-09-01,305569.0,8.0,4.0,81.1,35.0,45.0,0
VEH28583,2023-09-01,1022567.0,16.0,7.0,50.9,34.0,49.0,0
VEH66931,2023-09-01,6501.0,0.0,3.0,59.9,42.0,87.0,0
VEH08642,2023-09-02,479462.0,11.0,3.0,72.0,55.0,35.0,0
VEH15282,2023-09-02,836669.0,16.0,8.0,77.8,31.0,34.0,0
VEH01730,2023-09-02,365296.0,8.0,5.0,91.1,34.0,103.0,1
VEH49179,2023-09-02,238970.0,4.0,7.0,41.0,81.0,70.0,0
VEH95849,2023-09-02,9039.0,1.0,10.0,67.1,97.0,44.0,0
VEH06130,2023-09-03,13005.0,1.0,4.0,45.8,63.0,112.0,0
VEH85175,2023-09-03,28349.0,1.0,4.0,40.3,79.0,82.0,0
VEH41332,2023-09-03,316401.0,6.0,3.0,87.3,67.0,67.0,0
VEH93861,2023-09-03,539682.0,11.0,3.0,97.4,41.0,67.0,0
VEH95744,2023-09-04,170370.0,8.0,10.0,52.6,73.0,79.0,0
VEH74949,2023-09-05,104562.0,3.0,6.0,91.5,26.0,64.0,0
VEH26419,2023-09-05,32812.0,4.0,1.0,34.5,84.0,80.0,0
VEH89726,2023-09-05,775408.0,19.0,7.0,63.3,60.0,58.0,0
VEH77091,2023-09-05,165753.0,3.0,8.0,73.2,57.0,97.0,0
VEH80245,2023-09-06,261328.0,6.0,3.0,88.5,50.0,98.0,0
VEH10989,2023-09-06,1136576.0,20.0,9.0,52.2,87.0,68.0,1
VEH73023,2023-09-07,249792.0,6.0,2.0,74.7,80.0,89.0,0
VEH84934,2023-09-07,466254.0,10.0,3.0,59.4,80.0,68.0,0
VEH31385,2023-09-07,318545.0,13.0,0.0,80.6,30.0,35.0,1
VEH05410,2023-09-07,27181.0,2.0,10.0,84.1,51.0,41.0,0
VEH49879,2023-09-07,845641.0,15.0,5.0,70.6,40.0,68.0,1
VEH55816,2023-09-08,135345.0,3.0,6.0,89.2,45.0,74.0,0
VEH07392,2023-09-08,272665.0,13.0,8.0,99.5,69.0,86.0,0
VEH88575,2023-09-08,754181.0,16.0,0.0,48.4,75.0,105.0,1
VEH80548,2023-09-08,126805.0,5.0,3.0,40.2,91.0,54.0,0
VEH41190,2023-09-08,17867.0,0.0,8.0,50.6,32.0,64.0,0
VEH25408,2023-09-09,661664.0,13.0,1.0,64.8,42.0,33.0,1
VEH89145,2023-09-09,1016184.0,19.0,8.0,47.7,21.0,66.0,1
