ID маршрута,Дата отправки,Расстояние (км),Средняя скорость (км/ч),Загруженность дорог,Погодные условия,Тип транспорта,Вес груза (кг),Время суток,День недели,Фактическое время в пути (часы)
RTE28933,2023-10-26,170,67,Средняя,Ясно,Грузовик,,Вечер,Четверг,1
MR27478,2023-10-26,914,59,Малая,Ясно,Грузовик,26683.0,Ночь,Четверг,16
RTE32123,2023-10-26,1266,77,Малая,Ясно,Грузовик,27928.0,Утро,Суббота,17
RT95035,2023-10-26,819,59,Высокая,Ясно,Прицеп,28331.0,Утро,Четверг,18
RT30792,2023-10-26,899,39,Высокая,Ясно,Фургон,28981.0,Вечер,Четверг,21
RTE18667,2023-10-26,26,76,Малая,Ясно,Прицеп,10012.0,День,Четверг,0
MR64511,2023-10-26,1170,62,Средняя,,Фургон,20341.0,День,Четверг,21
MR86990,2023-10-27,588,88,Средняя,Ясно,Прицеп,18047.0,Утро,Пятница,6
MR59710,2023-10-27,78,76,Малая,Ясно,Грузовик,9133.0,День,Пятница,1
MR87778,2023-10-27,1590,56,Средняя,Ясно,Фургон,14937.0,День,Пятница,24
RTE21547,2023-10-27,462,49,Высокая,Ясно,Прицеп,8591.0,Вечер,Пятница,11
MR31072,2023-10-28,1448,66,Малая,Дождь,Грузовик,25013.0,Ночь,Суббота,23
RTE15078,2023-10-28,1107,73,Малая,Дождь,Фургон,6201.0,День,Суббота,22
RT25173,2023-10-28,1315,70,Малая,Дождь,Фургон,18404.0,Ночь,Суббота,18
MR52438,2023-10-29,616,40,Малая,Дождь,Грузовик,13995.0,Ночь,Воскресенье,12
RT78595,2023-10-29,348,73,Средняя,Дождь,Грузовик,16229.0,Вечер,Воскресенье,5
RTE49309,2023-10-29,1604,80,Малая,Дождь,Грузовик,22658.0,День,Воскресенье,24
RTE64405,2023-10-29,1349,56,Малая,Дождь,Прицеп,13021.0,Утро,Воскресенье,22
MR47606,2023-10-30,840,64,Малая,Ясно,Грузовик,13299.0,Ночь,Понедельник,12
MR36990,2023-10-30,514,91,Малая,Ясно,Грузовик,19225.0,Ночь,Воскресенье,6
RTE46021,2023-10-30,256,91,Средняя,Ясно,Фургон,29392.0,Вечер,Понедельник,4
RT53209,2023-10-30,1745,83,Средняя,Ясно,Прицеп,30137.0,Вечер,Понедельник,23
MR63425,2023-10-30,19,55,Высокая,Ясно,Фургон,24127.0,Вечер,Понедельник,1
RT21101,2023-10-30,971,55,Высокая,Ясно,Фургон,726.0,Утро,Понедельник,19
RT83590,2023-10-30,1059,93,Малая,Ясно,Прицеп,29180.0,День,Понедельник,17
MR93933,2023-10-31,590,35,Высокая,Ясно,Прицеп,27682.0,Вечер,Вторник,15
MR44199,2023-10-31,1728,87,Средняя,Ясно,Прицеп,22064.0,Утро,Вторник,20
RTE99807,2023-10-31,657,97,Средняя,Ясно,Грузовик,22569.0,Утро,Вторник,7
RTE16490,2023-10-31,274,69,Малая,Ясно,Прицеп,28393.0,Ночь,Вторник,3
RTE99355,2023-10-31,2010,84,Малая,,Фургон,,Ночь,Вторник,23
MR47740,2023-10-31,1297,44,Высокая,,Фургон,24313.0,Утро,Вторник,35
MR14964,2023-10-31,511,86,Малая,Ясно,Грузовик,18768.0,День,Вторник,7
MR17974,2023-11-01,212,38,Высокая,,Фургон,19800.0,Утро,Среда,6
MR12343,2023-11-01,2092,35,Высокая,Туман,Грузовик,7450.0,Утро,Среда,53
MR39315,2023-11-02,1690,56,Высокая,Ясно,Прицеп,10989.0,Утро,Четверг,28
RTE67415,2023-11-02,1766,48,Высокая,Ясно,Грузовик,24977.0,Утро,Четверг,37
RT86759,2023-11-03,1600,70,Средняя,Ясно,Фургон,2561.0,Вечер,Пятница,20
RTE96182,2023-11-03,1370,65,Средняя,Ясно,Прицеп,17635.0,Утро,Пятница,20
RTE81684,2023-11-03,474,64,Малая,Ясно,Фургон,16858.0,День,Пятница,7
RT99398,2023-11-04,191,46,Малая,Дождь,Грузовик,9140.0,День,Суббота,4
RT85231,2023-11-04,1336,58,Средняя,Дождь,Грузовик,9718.0,День,Суббота,30
RT62978,2023-11-04,1648,49,Средняя,Дождь,Фургон,26224.0,День,Суббота,33
RT96375,2023-11-04,960,42,Малая,Дождь,Грузовик,4683.0,Ночь,Суббота,18
RT59023,2023-11-05,624,67,Средняя,Снег,Фургон,9477.0,Ночь,Вторник,11
RT23138,2023-11-05,1825,57,Средняя,Дождь,Фургон,873.0,День,Воскресенье,32
MR14541,2023-11-05,977,76,Малая,Дождь,Грузовик,1377.0,Ночь,Воскресенье,16
RTE17101,2023-11-06,1571,45,Малая,Дождь,Прицеп,6287.0,День,Понедельник,43
RTE33041,2023-11-06,2122,59,Малая,Дождь,Фургон,19763.0,Ночь,Понедельник,35
RTE57008,2023-11-07,1507,54,Малая,Дождь,Фургон,500.0,Ночь,Вторник,19
RT43404,2023-11-07,1848,70,Высокая,Дождь,Фургон,6290.0,Вечер,Вторник,41
RTE91689,2023-11-07,863,35,Высокая,Дождь,Прицеп,26099.0,Утро,Вторник,24
RT56384,2023-11-07,1173,64,Средняя,Дождь,Фургон,19468.0,Утро,Вторник,19
MR42203,2023-11-07,408,76,Малая,Дождь,Прицеп,22804.0,Ночь,Вторник,6
RTE68212,2023-11-07,173,65,Средняя,Дождь,Прицеп,29264.0,Вечер,Вторник,3
RT14006,2023-11-08,772,60,Средняя,Дождь,Прицеп,2790.0,Утро,Среда,14
RTE65971,2023-11-08,46,57,Средняя,Дождь,Фургон,6218.0,Ночь,Среда,1
MR95043,2023-11-08,132,80,Средняя,Дождь,Грузовик,14677.0,День,Среда,2
MR67617,2023-11-08,1071,42,Средняя,,Фургон,23760.0,Вечер,Среда,24
RTE15048,2023-11-08,1163,66,Средняя,Дождь,Прицеп,7640.0,Вечер,Среда,20
RTE22600,2023-11-08,632,43,Высокая,Дождь,Фургон,23579.0,Вечер,Среда,17
RT64651,2023-11-08,91,68,Средняя,Дождь,Грузовик,20789.0,Вечер,Среда,2
RTE27955,2023-11-08,1991,53,Высокая,Дождь,Фургон,22974.0,Утро,Среда,43
MR83021,2023-11-08,2230,55,Малая,Дождь,Прицеп,22972.0,Ночь,Среда,33
RT24742,2023-11-08,1361,78,Малая,Ясно,Грузовик,28039.0,День,Среда,15
MR12498,2023-11-08,1900,43,Высокая,Дождь,Фургон,16223.0,Вечер,Среда,38
RTE57408,2023-11-08,1601,83,Средняя,Ясно,Грузовик,27250.0,Ночь,Четверг,23
RTE82755,2023-11-08,1273,54,Средняя,Дождь,Прицеп,13472.0,Ночь,Среда,20
MR42541,2023-11-09,491,69,Малая,Ясно,Фургон,20783.0,День,Четверг,7
RT93018,2023-11-09,1632,56,Высокая,Ясно,Фургон,10111.0,Утро,Четверг,33
MR74819,2023-11-09,638,69,Малая,Ясно,Прицеп,1306.0,Ночь,Четверг,7
RT11685,2023-11-09,925,91,Малая,Ясно,Грузовик,15655.0,Ночь,Четверг,9
MR69644,2023-11-09,1859,61,Средняя,Ясно,Фургон,25079.0,Вечер,Четверг,31
RTE88419,2023-11-09,944,43,Высокая,Ясно,Фургон,14075.0,Вечер,Четверг,21
RT75686,2023-11-09,465,41,Высокая,Ясно,Прицеп,22092.0,Вечер,Четверг,11
MR79800,2023-11-09,2069,88,Средняя,Ясно,Грузовик,8921.0,Ночь,Четверг,23
RT45120,2023-11-10,1939,67,Средняя,Ясно,Фургон,17682.0,День,Пятница,26
RT69327,2023-11-10,1362,61,Средняя,Ясно,Грузовик,,Вечер,Пятница,22
RT17892,2023-11-10,547,52,Малая,Ясно,Грузовик,10438.0,День,Пятница,8
MR47461,2023-11-10,403,64,Малая,Ясно,Фургон,21283.0,День,Пятница,6
RTE87181,2023-11-10,326,60,Средняя,Ясно,Прицеп,12880.0,Ночь,Пятница,5
RT25287,2023-11-10,844,61,Высокая,Ясно,Грузовик,,Утро,Пятница,19
RTE40732,2023-11-10,2073,89,Малая,Ясно,Фургон,14101.0,День,Пятница,22
RT57019,2023-11-11,866,59,Средняя,Дождь,Прицеп,16711.0,Вечер,Суббота,13
MR96541,2023-11-11,1438,58,Средняя,Дождь,Прицеп,3243.0,Ночь,Суббота,22
MR30356,2023-11-11,447,52,Средняя,Дождь,Прицеп,6047.0,Вечер,Суббота,9
RT21664,2023-11-11,208,73,Малая,Дождь,Грузовик,25449.0,Ночь,Суббота,4
RT19356,2023-11-11,944,57,Средняя,,Фургон,1027.0,Ночь,Вторник,22
MR46236,2023-11-12,936,68,Малая,Ясно,Грузовик,18738.0,Ночь,Воскресенье,18
RTE99009,2023-11-12,73,67,Средняя,Ясно,Прицеп,13512.0,Ночь,Воскресенье,1
MR17295,2023-11-12,257,69,Малая,Ясно,Прицеп,28108.0,Ночь,Вторник,3
MR19106,2023-11-12,2010,53,Средняя,Ясно,Прицеп,22746.0,Утро,Воскресенье,27
RTE44948,2023-11-12,1082,81,Средняя,Ясно,Фургон,20931.0,Утро,Воскресенье,14
RTE87025,2023-11-12,381,84,Средняя,Ясно,Грузовик,17559.0,Ночь,Воскресенье,4
RT32817,2023-11-13,839,45,Средняя,Снег,Грузовик,20495.0,День,Понедельник,15
RTE30446,2023-11-13,900,61,Средняя,Снег,Прицеп,11347.0,Вечер,Понедельник,17
MR85065,2023-11-13,695,68,Средняя,Снег,Грузовик,3556.0,Вечер,Понедельник,12
RT51795,2023-11-13,1677,60,Средняя,Снег,Фургон,25682.0,Вечер,Понедельник,27
RTE25412,2023-11-13,977,65,Средняя,Снег,Грузовик,16100.0,Ночь,Понедельник,13
RT74036,2023-11-13,381,53,Средняя,Снег,Грузовик,2199.0,Вечер,Понедельник,8
RTE51549,2023-11-13,1170,45,Малая,,Прицеп,1916.0,Ночь,Понедельник,19
RTE35881,2023-11-13,59,70,Средняя,Снег,Прицеп,13441.0,Ночь,Понедельник,1
MR67439,2023-11-13,1188,60,Средняя,Снег,Прицеп,,Вечер,Понедельник,19
RTE80348,2023-11-13,1442,52,Высокая,Снег,Прицеп,9724.0,Вечер,Понедельник,33
MR69846,2023-11-14,100,41,Высокая,Ясно,,13371.0,Утро,Вторник,3
RTE31311,2023-11-14,1278,87,Средняя,Ясно,Фургон,476.0,День,Вторник,18
RTE32201,2023-11-14,997,44,Высокая,,Грузовик,22431.0,Вечер,Вторник,20
RTE50055,2023-11-14,1130,60,Высокая,Ясно,Грузовик,22297.0,Вечер,Вторник,24
MR65406,2023-11-14,1081,73,Малая,Ясно,Прицеп,18408.0,День,Вторник,15
MR88281,2023-11-15,1334,64,Средняя,Ясно,Фургон,3497.0,Ночь,Среда,26
RTE13428,2023-11-15,395,60,Малая,Ясно,Прицеп,11277.0,День,Среда,5
RTE47397,2023-11-15,301,80,Малая,,Грузовик,17218.0,День,Среда,4
MR60085,2023-11-15,740,59,Высокая,Ясно,Грузовик,9374.0,Утро,Среда,11
MR13479,2023-11-15,42,111,Малая,Ясно,Прицеп,889.0,Ночь,Среда,0
RT55702,2023-11-15,742,99,Малая,Ясно,Грузовик,7911.0,День,Среда,10
RT98043,2023-11-15,692,53,Высокая,Ясно,Фургон,27784.0,Утро,Среда,13
RT65123,2023-11-16,1642,74,Средняя,Ясно,,27446.0,Вечер,Четверг,21
RT58237,2023-11-16,984,68,Малая,Туман,Грузовик,26888.0,Ночь,Понедельник,15
RTE93739,2023-11-16,1425,49,Высокая,Ясно,Прицеп,12656.0,Утро,Четверг,34
RTE15152,2023-11-16,395,47,Высокая,Ясно,Фургон,4985.0,Вечер,Четверг,7
RT15910,2023-11-16,593,84,Малая,Ясно,Грузовик,10247.0,Ночь,Четверг,8
MR25074,2023-11-16,1104,78,Средняя,Ясно,Прицеп,10414.0,Вечер,Четверг,19
RTE50763,2023-11-16,416,66,Малая,,Грузовик,17939.0,Ночь,Четверг,7
RTE31548,2023-11-17,1866,59,Средняя,Дождь,Грузовик,3245.0,Утро,Пятница,26
RT64145,2023-11-17,1528,68,Малая,Дождь,Прицеп,8718.0,Ночь,Пятница,27
RT52742,2023-11-17,1528,45,Средняя,Дождь,Грузовик,17585.0,Утро,Пятница,27
MR94132,2023-11-17,1596,49,Средняя,,Фургон,,Утро,Пятница,31
RT59630,2023-11-17,1102,51,Малая,Дождь,Прицеп,,День,Пятница,21
RTE43719,2023-11-17,1988,68,Средняя,Дождь,Фургон,28281.0,Вечер,Пятница,33
RTE88847,2023-11-17,1871,57,Малая,Дождь,Грузовик,4448.0,Ночь,Пятница,33
RT13025,2023-11-17,1814,66,Средняя,Дождь,Фургон,19835.0,День,Пятница,25
MR67869,2023-11-17,1340,56,Средняя,Дождь,Грузовик,10462.0,Утро,Пятница,25
MR19448,2023-11-18,409,82,Средняя,Ясно,Прицеп,1829.0,Утро,Суббота,5
RT44156,2023-11-18,1531,90,Малая,Ясно,Грузовик,29425.0,День,Суббота,22
RTE88404,2023-11-18,199,56,Малая,Ясно,Фургон,7134.0,День,Суббота,3
RT20400,2023-11-18,331,55,Малая,Дождь,Прицеп,7217.0,Ночь,Четверг,7
MR82850,2023-11-18,1720,71,Малая,Ясно,Грузовик,7352.0,Ночь,Суббота,22
RT68532,2023-11-18,1832,64,Малая,Ясно,Грузовик,29466.0,Утро,Суббота,33
RTE31613,2023-11-19,334,61,Малая,Ясно,Фургон,2953.0,Вечер,Воскресенье,4
MR68522,2023-11-19,1633,59,Малая,Ясно,Прицеп,28309.0,День,Воскресенье,27
RTE43630,2023-11-20,1758,56,Средняя,Туман,Грузовик,15881.0,Вечер,Понедельник,34
RTE67414,2023-11-20,1167,58,Средняя,Туман,Грузовик,27711.0,Ночь,Понедельник,21
MR70197,2023-11-20,627,40,Малая,Туман,Фургон,22832.0,День,Понедельник,13
RTE68497,2023-11-20,1306,76,Средняя,Туман,Прицеп,29137.0,Утро,Понедельник,16
RTE84542,2023-11-20,29,76,Средняя,Туман,Прицеп,14586.0,Утро,Понедельник,0
RTE68840,2023-11-20,790,65,Средняя,Ясно,Грузовик,15949.0,Ночь,Пятница,11
RTE82139,2023-11-21,412,52,Малая,Дождь,Грузовик,16524.0,Ночь,Вторник,7
MR68745,2023-11-21,1679,66,Малая,Дождь,Прицеп,23413.0,Ночь,Вторник,26
RT38999,2023-11-21,1001,74,Средняя,Дождь,Грузовик,19122.0,Ночь,Вторник,17
MR76210,2023-11-22,411,77,Высокая,Ясно,Прицеп,,Вечер,Среда,7
MR63125,2023-11-22,1294,81,Малая,Ясно,Прицеп,20422.0,День,Среда,18
RT20174,2023-11-22,1579,63,Средняя,Ясно,Прицеп,1188.0,День,Среда,26
RT50983,2023-11-22,1522,91,Малая,Ясно,Фургон,4787.0,Ночь,Среда,22
RT71477,2023-11-22,2296,63,Малая,Ясно,Грузовик,4941.0,День,Среда,28
RTE52750,2023-11-22,848,82,Малая,Ясно,Фургон,1484.0,День,Среда,10
RT73897,2023-11-23,1554,72,Средняя,Ясно,Фургон,25301.0,Ночь,Четверг,21
RTE55942,2023-11-23,307,79,Средняя,Ясно,Фургон,20819.0,Утро,Четверг,4
RT35036,2023-11-23,859,46,Высокая,Ясно,Прицеп,1024.0,Вечер,Четверг,20
RTE47248,2023-11-23,2012,89,Малая,Ясно,Фургон,7067.0,Ночь,Четверг,23
RTE41258,2023-11-23,108,60,Высокая,Ясно,Грузовик,5980.0,Вечер,Четверг,2
MR20913,2023-11-23,317,42,Высокая,Ясно,Рефрижератор,15104.0,Утро,Четверг,8
RTE93847,2023-11-23,938,63,Средняя,,Фургон,25111.0,День,Четверг,15
MR48886,2023-11-24,1315,39,Высокая,Дождь,Фургон,24200.0,Утро,Пятница,33
MR42598,2023-11-24,1596,51,Средняя,Дождь,Грузовик,3011.0,Утро,Пятница,25
MR18374,2023-11-24,1566,44,Высокая,Дождь,Грузовик,19540.0,Вечер,Пятница,39
RT60700,2023-11-25,1466,63,Малая,Ясно,Фургон,9617.0,Вечер,Суббота,22
MR54571,2023-11-25,1455,88,Малая,Ясно,Прицеп,21305.0,День,Суббота,25
MR37157,2023-11-25,584,91,Малая,Ясно,Фургон,12843.0,День,Суббота,6
RT65408,2023-11-25,640,73,Средняя,Ясно,Грузовик,23326.0,День,Суббота,8
RTE20298,2023-11-25,1117,54,Малая,Ясно,Прицеп,12803.0,Вечер,Суббота,18
RTE35506,2023-11-25,37,69,Малая,,Грузовик,8385.0,Вечер,Суббота,0
RTE51235,2023-11-26,482,53,Средняя,Снег,Прицеп,2532.0,Утро,Воскресенье,10
MR26559,2023-11-26,902,53,Средняя,Снег,Прицеп,23433.0,Утро,Воскресенье,16
RTE11751,2023-11-26,607,64,Средняя,Снег,Фургон,9026.0,День,Воскресенье,10
RTE47481,2023-11-26,671,51,Средняя,,Фургон,15195.0,Утро,Воскресенье,13
MR52333,2023-11-26,1354,60,Средняя,Снег,Грузовик,10728.0,Утро,Воскресенье,25
RTE48108,2023-11-26,1876,56,Средняя,Снег,Грузовик,21720.0,Вечер,Воскресенье,34
RT96365,2023-11-26,1671,66,Средняя,Снег,Фургон,13960.0,День,Воскресенье,27
RTE47251,2023-11-27,1535,43,Средняя,Туман,Фургон,24279.0,День,Понедельник,31
RT81796,2023-11-27,1688,55,Высокая,Туман,Прицеп,11745.0,Утро,Понедельник,43
RTE85762,2023-11-27,1438,67,Малая,Туман,Фургон,29501.0,Ночь,Понедельник,29
MR65462,2023-11-27,851,72,Средняя,Туман,Прицеп,6605.0,Ночь,Понедельник,12
MR65300,2023-11-28,1725,36,Высокая,Снег,Грузовик,6616.0,Вечер,Вторник,42
MR24106,2023-11-28,282,67,Средняя,Снег,Грузовик,777.0,Ночь,Вторник,4
RT17669,2023-11-28,21,62,Средняя,Снег,Грузовик,23886.0,День,Вторник,1
RT70742,2023-11-28,1742,44,Высокая,Снег,Фургон,18680.0,Утро,Вторник,49
MR38105,2023-11-28,279,62,Средняя,Снег,Фургон,3091.0,Ночь,Вторник,4
MR53325,2023-11-28,1046,73,Средняя,Снег,Грузовик,,День,Вторник,15
MR50150,2023-11-28,743,78,Средняя,Снег,Грузовик,6964.0,Утро,Вторник,12
MR92193,2023-11-28,1338,33,Высокая,Снег,Прицеп,5622.0,Утро,Вторник,39
MR82731,2023-11-29,1407,60,Средняя,Ясно,Фургон,6647.0,День,Пятница,23
MR60808,2023-11-29,994,30,Высокая,Туман,Грузовик,28725.0,Вечер,Среда,30
MR66119,2023-11-29,264,58,Малая,Туман,Прицеп,6551.0,Ночь,Среда,5
RTE38116,2023-11-29,690,49,Высокая,Туман,Прицеп,12520.0,Вечер,Среда,15
RT99011,2023-11-29,1940,49,Средняя,Туман,Прицеп,7400.0,День,Среда,34
RT80096,2023-11-29,876,52,Малая,Туман,Прицеп,678.0,Ночь,Среда,20
MR79930,2023-11-30,1446,76,Малая,Ясно,Фургон,26867.0,Ночь,Четверг,22
MR62166,2023-11-30,372,53,Малая,Ясно,Фургон,7999.0,Ночь,Четверг,5
MR48042,2023-11-30,631,52,Средняя,Ясно,Грузовик,4825.0,Вечер,Четверг,11
MR49604,2023-11-30,501,72,Средняя,Ясно,Грузовик,18908.0,Ночь,Четверг,6
MR40392,2023-11-30,83,62,Малая,Ясно,Прицеп,25863.0,Ночь,Четверг,1
MR80357,2023-12-01,864,75,Малая,Ясно,Фургон,14338.0,Ночь,Пятница,11
RTE19617,2023-12-01,1905,72,Средняя,Ясно,Грузовик,22544.0,Ночь,Пятница,24
RTE84873,2023-12-01,1021,67,Высокая,Ясно,Грузовик,23420.0,Утро,Пятница,21
RTE59537,2023-12-01,893,106,Средняя,Ясно,Фургон,2008.0,Утро,Пятница,9
MR43360,2023-12-01,458,83,Средняя,Ясно,Грузовик,14156.0,Ночь,Пятница,7
MR89791,2023-12-02,837,52,Средняя,Снег,Фургон,17703.0,Утро,Суббота,18
RT27664,2023-12-02,1822,61,Средняя,Снег,Прицеп,23320.0,Ночь,Суббота,32
RT79260,2023-12-02,1586,67,Средняя,Снег,Прицеп,27921.0,Утро,Суббота,24
MR27463,2023-12-02,1381,57,Средняя,Снег,Фургон,21571.0,Утро,Суббота,29
RT82602,2023-12-02,1851,53,Средняя,Снег,Грузовик,267.0,Утро,Суббота,31
MR50148,2023-12-02,578,60,Средняя,Снег,Грузовик,2266.0,Вечер,Суббота,14
RTE21109,2023-12-02,1116,72,Средняя,Снег,Фургон,1331.0,Ночь,Суббота,19
MR96604,2023-12-03,305,62,Средняя,Ясно,Фургон,28869.0,День,Воскресенье,4
RT87447,2023-12-03,965,57,Малая,Ясно,Прицеп,18154.0,Утро,Воскресенье,16
RT92893,2023-12-03,1515,75,Средняя,Ясно,Фургон,11081.0,Ночь,Воскресенье,15
RTE49697,2023-12-04,366,88,Средняя,Ясно,Грузовик,16791.0,Вечер,Понедельник,4
MR94164,2023-12-04,1899,54,Высокая,Ясно,Фургон,4682.0,Вечер,Понедельник,33
RT87691,2023-12-04,935,56,Малая,Ясно,Прицеп,15532.0,Ночь,Понедельник,16
RTE44027,2023-12-04,676,76,Малая,Ясно,Прицеп,10304.0,День,Понедельник,10
RTE64000,2023-12-04,1910,40,Высокая,Ясно,Прицеп,10700.0,Утро,Понедельник,43
RTE43413,2023-12-04,637,75,Малая,Ясно,Грузовик,30139.0,Ночь,Понедельник,9
MR24171,2023-12-04,1536,43,Высокая,Ясно,Фургон,27399.0,Вечер,Понедельник,30
RTE83015,2023-12-05,505,49,Высокая,Ясно,Прицеп,25235.0,Вечер,Вторник,11
MR96121,2023-12-05,282,55,Высокая,Ясно,Фургон,20326.0,Вечер,Вторник,5
MR20479,2023-12-05,1836,82,Средняя,Ясно,Фургон,7210.0,Вечер,Вторник,21
RTE75769,2023-12-05,844,66,Малая,Ясно,Фургон,25153.0,Ночь,Вторник,14
RT90810,2023-12-05,513,47,Высокая,Ясно,Прицеп,17234.0,Вечер,Вторник,9
MR77702,2023-12-05,911,95,Малая,Ясно,Грузовик,26350.0,Ночь,Вторник,13
RT63021,2023-12-05,1302,79,Средняя,Ясно,Фургон,9912.0,Вечер,Вторник,18
MR64659,2023-12-05,1674,62,Средняя,Ясно,Грузовик,2363.0,Вечер,Вторник,25
RT88165,2023-12-05,573,85,Средняя,Ясно,Прицеп,,День,Вторник,8
RT64489,2023-12-06,428,96,Средняя,Ясно,Прицеп,2557.0,Вечер,Среда,6
RTE25792,2023-12-06,729,100,Средняя,Ясно,Фургон,25023.0,Утро,Среда,11
RTE94465,2023-12-06,256,38,Высокая,Ясно,Фургон,13740.0,Утро,Среда,8
MR85715,2023-12-06,1114,50,Высокая,Ясно,Прицеп,13039.0,Утро,Среда,28
RT73189,2023-12-07,373,77,Средняя,Ясно,Грузовик,4286.0,День,Четверг,5
RTE94283,2023-12-07,893,74,Средняя,Ясно,Грузовик,21312.0,Утро,Четверг,15
RT56531,2023-12-07,1644,87,Малая,Ясно,Фургон,24692.0,День,Четверг,21
MR89764,2023-12-07,1018,91,Малая,Ясно,Фургон,27689.0,День,Четверг,14
RTE33168,2023-12-07,51,70,Средняя,,Грузовик,8382.0,Ночь,Четверг,1
RT64643,2023-12-07,330,43,Высокая,Ясно,Прицеп,23949.0,Утро,Четверг,9
RTE32169,2023-12-08,1204,62,Средняя,Снег,Прицеп,10266.0,День,Пятница,23
RTE26724,2023-12-08,1583,64,Средняя,Снег,Фургон,9618.0,День,Пятница,24
RT56860,2023-12-08,1323,54,Средняя,Снег,Прицеп,26847.0,Вечер,Пятница,21
RTE44388,2023-12-08,401,60,Средняя,Снег,Фургон,12040.0,Вечер,Пятница,7
RT59753,2023-12-08,125,59,Средняя,Снег,Прицеп,,Утро,Пятница,2
RTE78415,2023-12-08,287,57,Малая,Туман,Прицеп,6747.0,Ночь,Среда,5
RTE93436,2023-12-09,797,52,Малая,Туман,Грузовик,,Ночь,Суббота,15
MR27673,2023-12-09,909,66,Малая,Туман,Фургон,25018.0,Утро,Суббота,15
RTE15605,2023-12-10,959,61,Средняя,Снег,Фургон,7538.0,Ночь,Воскресенье,15
MR16542,2023-12-10,1755,60,Средняя,Снег,Грузовик,,Вечер,Воскресенье,27
RT11726,2023-12-10,1424,50,Средняя,Снег,Фургон,1669.0,Ночь,Воскресенье,31
MR25804,2023-12-11,520,59,Малая,Ясно,Фургон,28094.0,День,Понедельник,8
RTE36218,2023-12-11,808,38,Высокая,Ясно,Прицеп,19891.0,Утро,Понедельник,23
MR93135,2023-12-11,254,95,Малая,Ясно,Грузовик,29884.0,Ночь,Понедельник,3
RTE16222,2023-12-11,49,73,Малая,Ясно,Прицеп,29297.0,День,Понедельник,1
RTE13539,2023-12-11,1667,98,Малая,Ясно,Грузовик,11521.0,Ночь,Понедельник,23
RTE62391,2023-12-11,2104,86,Средняя,Ясно,Прицеп,20876.0,Вечер,Понедельник,21
RTE33297,2023-12-12,177,72,Средняя,Снег,Прицеп,22152.0,Ночь,Вторник,5
MR55020,2023-12-12,1178,48,Высокая,Снег,Фургон,25060.0,Утро,Вторник,33
RTE20277,2023-12-12,1345,58,Средняя,Снег,Фургон,10581.0,Вечер,Вторник,28
RTE68073,2023-12-12,1614,52,Высокая,Снег,Грузовик,25488.0,Утро,Вторник,38
MR10582,2023-12-12,517,62,Средняя,Снег,Прицеп,17543.0,Ночь,Вторник,8
RTE85327,2023-12-12,405,46,Высокая,Снег,Фургон,24262.0,Вечер,Вторник,13
RTE89442,2023-12-12,1432,65,Средняя,Снег,Фургон,19345.0,День,Вторник,22
RT46674,2023-12-12,844,64,Средняя,Снег,Грузовик,2570.0,Ночь,Вторник,14
RT71513,2023-12-12,1056,66,Средняя,Снег,Грузовик,27749.0,Ночь,Вторник,17
MR22372,2023-12-12,777,58,Средняя,Снег,Грузовик,8758.0,Вечер,Вторник,11
MR73216,2023-12-13,1581,58,Средняя,Снег,Фургон,19904.0,Ночь,Среда,23
RT20386,2023-12-14,989,65,Средняя,Ясно,Прицеп,,День,Четверг,16
RTE45644,2023-12-14,225,62,Малая,,Грузовик,25749.0,День,Четверг,3
RTE63602,2023-12-14,830,64,Малая,Ясно,Фургон,20106.0,Ночь,Четверг,14
MR18646,2023-12-14,560,55,Высокая,Ясно,,15401.0,Утро,Четверг,12
MR77047,2023-12-14,609,75,Средняя,Ясно,Прицеп,7288.0,Вечер,Четверг,10
RTE45057,2023-12-14,1048,54,Средняя,Ясно,Прицеп,,День,Четверг,15
RTE77383,2023-12-14,493,49,Высокая,Ясно,Грузовик,8367.0,Вечер,Четверг,10
MR44169,2023-12-15,1086,39,Средняя,Снег,Грузовик,8329.0,Ночь,Пятница,22
MR63334,2023-12-15,341,54,Средняя,Снег,Фургон,18161.0,Утро,Пятница,7
RT25017,2023-12-15,988,34,Высокая,,Прицеп,14354.0,Вечер,Пятница,29
RT17904,2023-12-16,775,76,Средняя,Снег,Фургон,27298.0,День,Суббота,14
RT93020,2023-12-16,1685,59,Средняя,Снег,Грузовик,3484.0,Утро,Суббота,34
MR12772,2023-12-16,1374,52,Средняя,Снег,Грузовик,1294.0,Утро,Суббота,22
MR38881,2023-12-16,495,61,Средняя,Снег,Грузовик,11267.0,Ночь,Суббота,8
RTE33008,2023-12-16,1235,71,Средняя,Снег,Прицеп,19825.0,Вечер,Суббота,24
RT70859,2023-12-16,1345,65,Средняя,Снег,Грузовик,,День,Суббота,22
MR64766,2023-12-16,7,53,Средняя,Снег,Грузовик,481.0,Утро,Суббота,1
RT25264,2023-12-16,1184,55,Средняя,Снег,Прицеп,14264.0,Утро,Суббота,19
RT58063,2023-12-16,767,85,Средняя,Снег,Грузовик,4053.0,Ночь,Суббота,12
RT38195,2023-12-16,576,65,Средняя,Снег,Прицеп,5320.0,Утро,Суббота,9
MR88818,2023-12-16,738,62,Средняя,Снег,Фургон,29083.0,Вечер,Суббота,12
RTE20449,2023-12-16,1412,43,Средняя,Снег,Прицеп,4358.0,Ночь,Суббота,29
