ID заказа,Дата заказа,Тип клиента,Категория груза,Вес груза (кг),Объём груза (м³),Требуемое время доставки (дней),Расстояние до клиента (км),Особые условия,Приоритет доставки
OC22287,2023-12-10,Корпоративный,Продукты питания,2442.61,11.33,11.0,803.0,Требуется аккуратность,Низкий
OD82611,2023-12-11,Частный,Стройматериалы,409.55,1.72,2.0,206.0,Требуется холод,Высокий
OC67646,,Частный,Одежда,2483.16,13.41,6.0,669.0,Нет,Низкий
OD89185,2023-12-11,Частный,Техника,393.81,1.63,18.0,1453.0,Требуется аккуратность,
OC64508,2023-12-11,Корпоративный,Медикаменты,1594.93,,3.0,337.0,Требуется аккуратность,Средний
OD96315,2023-12-11,Корпоративный,Одежда,558.61,2.85,1.0,140.0,Требуется холод,Высокий
OD16304,2023-12-11,Корпоративный,Стройматериалы,161.74,0.78,3.0,,Требуется холод,Высокий
OC41907,2023-12-11,Корпоративный,Техника,504.55,2.5,1.0,78.0,Нет,Высокий
OC94616,,Частный,Медикаменты,553.41,,1.0,36.0,Требуется холод,Высокий
OC67557,2023-12-11,Частный,Продукты питания,1803.58,9.69,5.0,346.0,Требуется аккуратность,Средний
OR56286,2023-12-11,Корпоративный,Продукты питания,433.14,2.25,1.0,108.0,Требуется холод,Высокий
OC80978,2023-12-11,Корпоративный,Стройматериалы,2752.53,16.06,8.0,557.0,Требуется аккуратность,Низкий
OD36958,2023-12-11,Корпоративный,Продукты питания,,7.9,3.0,268.0,Требуется аккуратность,Средний
OD49072,2023-12-11,Корпоративный,Одежда,459.37,2.73,1.0,45.0,Требуется холод,Высокий
,2023-12-11,Корпоративный,Медикаменты,790.15,4.72,1.0,69.0,Требуется холод,Высокий
OD13351,2023-12-11,Корпоративный,Техника,2448.54,11.95,12.0,770.0,Требуется аккуратность,Низкий
OC92411,2023-12-12,Корпоративный,Медикаменты,618.36,2.93,1.0,162.0,Требуется холод,Высокий
OC66029,2023-12-12,Корпоративный,Техника,2375.58,11.53,10.0,562.0,Требуется аккуратность,Низкий
OD46779,2023-12-12,Частный,Продукты питания,1503.82,6.64,5.0,352.0,Нет,Средний
OD12815,2023-12-12,Корпоративный,Продукты питания,2477.57,,11.0,744.0,Требуется аккуратность,Низкий
OR24988,2023-12-12,Корпоративный,Стройматериалы,1758.97,8.6,12.0,724.0,Нет,Низкий
OD24440,2023-12-12,Корпоративный,Стройматериалы,2372.8,12.48,10.0,667.0,Нет,Низкий
OD55267,2023-12-12,Частный,Техника,458.31,2.47,1.0,100.0,,Высокий
OD25140,,Корпоративный,Медикаменты,380.45,1.59,1.0,107.0,Требуется холод,Высокий
OR36979,2023-12-12,Частный,Стройматериалы,549.74,3.14,2.0,,Требуется холод,Высокий
,2023-12-12,Корпоративный,Стройматериалы,472.82,2.16,3.0,205.0,Требуется холод,Высокий
,2023-12-12,Корпоративный,Стройматериалы,1223.51,6.6,5.0,431.0,Нет,Средний
OR22401,2023-12-12,Частный,Техника,2767.15,15.49,8.0,652.0,Нет,Низкий
OR74116,2023-12-12,Частный,Медикаменты,370.98,1.8,1.0,85.0,Требуется холод,Высокий
OD64299,2023-12-12,Корпоративный,Стройматериалы,2417.01,10.9,13.0,756.0,Нет,Низкий
OR52921,2023-12-12,Частный,Продукты питания,2102.13,9.11,9.0,660.0,Нет,Низкий
OD40792,2023-12-12,Корпоративный,Медикаменты,,3.0,1.0,17.0,Требуется холод,Высокий
OD51507,2023-12-12,Частный,Одежда,424.13,2.47,1.0,33.0,Требуется холод,Высокий
OD17637,2023-12-12,Корпоративный,Стройматериалы,2369.92,10.11,11.0,764.0,Требуется аккуратность,Низкий
OR29091,2023-12-12,Корпоративный,Продукты питания,600.43,2.85,1.0,88.0,Требуется аккуратность,Высокий
OR97770,2023-12-12,Частный,Стройматериалы,2474.6,14.19,6.0,,Требуется аккуратность,Низкий
OR44073,2023-12-12,Корпоративный,Продукты питания,1692.02,8.86,4.0,255.0,Нет,Средний
OD98739,2023-12-12,Корпоративный,Стройматериалы,1947.45,8.31,4.0,269.0,Требуется аккуратность,Средний
OD17889,2023-12-12,Частный,Медикаменты,1426.37,7.46,5.0,331.0,Нет,Средний
OR17096,2023-12-12,Корпоративный,Стройматериалы,1380.81,7.77,5.0,281.0,Нет,Средний
OC47205,2023-12-12,Корпоративный,Техника,624.26,,2.0,165.0,Требуется холод,Высокий
OC29713,2023-12-13,Корпоративный,Техника,1291.46,7.1,2.0,229.0,Нет,Средний
OD81407,2023-12-13,Корпоративный,Продукты питания,524.34,2.99,1.0,141.0,Требуется холод,Высокий
,2023-12-13,Корпоративный,Стройматериалы,2517.48,13.6,6.0,648.0,Нет,Низкий
OD83526,2023-12-13,Корпоративный,Продукты питания,1775.3,9.62,34.0,2177.0,Нет,
OR37459,2023-12-13,Корпоративный,Медикаменты,,1.9,,195.0,Требуется холод,Высокий
OR53204,2023-12-13,Частный,Техника,792.27,3.99,1.0,56.0,Требуется холод,Высокий
OC34493,2023-12-14,Частный,Техника,2769.21,12.29,7.0,740.0,Требуется аккуратность,Низкий
,2023-12-14,Корпоративный,Медикаменты,489.83,2.39,4.0,206.0,Требуется холод,Высокий
OC56012,2023-12-14,Частный,Продукты питания,450.33,1.84,,50.0,Требуется холод,Высокий
OR59051,2023-12-14,Корпоративный,Продукты питания,1550.31,8.74,2.0,175.0,Нет,Средний
OC65091,2023-12-14,Корпоративный,Продукты питания,730.44,4.37,2.0,170.0,Нет,Высокий
OR45931,2023-12-14,Корпоративный,Одежда,1624.42,8.46,7.0,528.0,Требуется аккуратность,Средний
OC24642,2023-12-14,Частный,Продукты питания,235.2,1.25,1.0,78.0,Требуется холод,Высокий
OR53319,2023-12-14,Частный,Медикаменты,754.43,,1.0,107.0,Нет,Высокий
,2023-12-14,Корпоративный,Стройматериалы,473.89,2.27,,199.0,Требуется аккуратность,Высокий
OD37139,2023-12-14,Корпоративный,Стройматериалы,594.87,2.77,,112.0,Требуется холод,Высокий
OR71961,2023-12-14,Частный,Медикаменты,,2.89,1.0,77.0,Требуется холод,Высокий
OR97616,,Корпоративный,Продукты питания,2804.02,15.84,8.0,672.0,Нет,Низкий
OR15307,2023-12-14,Корпоративный,Техника,240.31,1.06,1.0,120.0,Требуется аккуратность,Высокий
OC12548,2023-12-14,Корпоративный,Стройматериалы,2408.89,13.52,8.0,702.0,Требуется аккуратность,Низкий
OD36467,2023-12-14,Корпоративный,Техника,2459.0,12.91,12.0,924.0,Нет,Низкий
OC80659,2023-12-14,Корпоративный,Продукты питания,279.77,1.25,1.0,31.0,Требуется холод,Высокий
OD92189,2023-12-15,Частный,Одежда,739.89,4.01,3.0,141.0,Требуется аккуратность,Высокий
OR87648,2023-12-15,Частный,Медикаменты,581.96,3.33,2.0,166.0,,Высокий
OD93889,2023-12-15,Корпоративный,Стройматериалы,166.31,0.75,1.0,74.0,Требуется холод,Высокий
OD96129,2023-12-15,Частный,Одежда,1515.6,6.92,5.0,271.0,Требуется аккуратность,Средний
OD88377,2023-12-15,Корпоративный,Одежда,266.53,1.09,1.0,149.0,Требуется аккуратность,Высокий
OD20241,2023-12-15,Корпоративный,Стройматериалы,1703.93,6.95,3.0,332.0,Требуется аккуратность,Средний
OR34537,2023-12-15,Частный,Техника,2655.12,14.59,8.0,728.0,Требуется аккуратность,Низкий
OR10005,2023-12-15,Частный,Техника,1694.6,7.0,7.0,350.0,Нет,Средний
OR31428,2023-12-15,Корпоративный,Одежда,2076.37,8.62,6.0,649.0,Требуется аккуратность,Низкий
OD54577,2023-12-15,Корпоративный,Стройматериалы,850.59,4.61,1.0,117.0,Нет,Высокий
OR51637,2023-12-15,Частный,Стройматериалы,2218.89,11.56,8.0,825.0,Нет,Низкий
OR83378,2023-12-15,Частный,Техника,389.28,1.95,1.0,32.0,Требуется холод,Высокий
OC41677,2023-12-15,Корпоративный,Продукты питания,30.71,0.16,1.0,125.0,Требуется холод,Высокий
OD48747,2023-12-15,Частный,Стройматериалы,682.82,3.71,1.0,44.0,Требуется холод,Высокий
OD68915,2023-12-15,Корпоративный,Одежда,615.66,3.19,1.0,55.0,Нет,Высокий
OC32249,2023-12-15,Корпоративный,Техника,1669.43,9.74,3.0,335.0,Требуется аккуратность,Средний
OC23051,2023-12-15,Частный,Стройматериалы,517.81,,2.0,136.0,Требуется холод,Высокий
OC54440,2023-12-15,Частный,Медикаменты,847.73,3.79,1.0,28.0,Требуется холод,Высокий
OC33680,2023-12-15,Корпоративный,Медикаменты,1388.67,7.29,7.0,351.0,Нет,Средний
OD60928,2023-12-16,Частный,Техника,1248.8,5.57,2.0,245.0,Требуется аккуратность,Средний
OC18869,2023-12-16,Частный,Стройматериалы,743.48,4.31,1.0,40.0,Требуется аккуратность,Высокий
OR82304,2023-12-16,Корпоративный,Медикаменты,570.08,3.25,2.0,,Требуется холод,Высокий
OD93277,2023-12-16,Частный,Техника,235.31,1.39,2.0,,Требуется холод,Высокий
OC87624,2023-12-16,Частный,Продукты питания,1594.33,6.62,3.0,239.0,Нет,Средний
OR90905,2023-12-16,Корпоративный,Продукты питания,392.8,2.26,1.0,,Требуется холод,Высокий
OC49865,2023-12-16,Частный,Одежда,2243.38,9.53,12.0,675.0,Требуется аккуратность,Низкий
OC56939,2023-12-16,Частный,Продукты питания,1537.41,9.02,2.0,,Требуется аккуратность,Средний
OR96428,,Частный,Продукты питания,1298.22,,3.0,278.0,Требуется аккуратность,Средний
OD16161,2023-12-16,Частный,Стройматериалы,2369.68,13.71,5.0,,Нет,Низкий
OR37096,2023-12-16,Корпоративный,Техника,634.8,3.49,1.0,75.0,Требуется холод,Высокий
OD83831,2023-12-16,Корпоративный,Стройматериалы,538.21,2.18,1.0,83.0,Требуется холод,Высокий
OC50141,2023-12-16,Частный,Одежда,725.74,3.0,1.0,123.0,Требуется холод,Высокий
OD53979,2023-12-16,Корпоративный,Одежда,1649.75,9.3,4.0,249.0,Нет,Средний
OR66846,2023-12-16,Частный,Одежда,1600.18,9.47,3.0,382.0,Требуется аккуратность,Средний
OD19917,2023-12-16,Корпоративный,Одежда,720.97,3.35,1.0,68.0,Требуется холод,Высокий
OR12279,2023-12-16,Корпоративный,Медикаменты,2446.52,11.44,7.0,671.0,Нет,Низкий
OC71890,2023-12-16,Частный,Одежда,206.84,1.03,1.0,,Требуется аккуратность,Высокий
OD25223,,Частный,Продукты питания,488.65,1.97,1.0,119.0,Требуется холод,Высокий
OC54218,2023-12-16,Частный,Продукты питания,258.99,1.32,1.0,92.0,Нет,Высокий
OC48820,2023-12-16,Частный,Продукты питания,2464.01,12.26,8.0,503.0,Нет,Низкий
OC92644,2023-12-17,Частный,Медикаменты,542.82,2.52,1.0,10.0,Требуется холод,Высокий
OD63322,2023-12-17,Корпоративный,Продукты питания,1657.79,8.85,6.0,391.0,Нет,Средний
OC94453,2023-12-17,Корпоративный,Стройматериалы,477.77,1.94,1.0,22.0,Требуется холод,Высокий
OR55529,2023-12-17,Корпоративный,Техника,5423.59,25.39,12.0,1013.0,Нет,
OC90998,2023-12-17,Корпоративный,Техника,2509.79,10.92,8.0,650.0,Нет,Низкий
OC72440,2023-12-17,Корпоративный,Медикаменты,8180.16,43.64,15.0,1745.0,Требуется холод,
OD65612,2023-12-17,Частный,Техника,700.62,3.14,1.0,44.0,Требуется холод,Высокий
,2023-12-17,Корпоративный,Одежда,538.34,2.67,1.0,95.0,Требуется холод,Высокий
OC49138,,Частный,Продукты питания,506.96,2.18,1.0,116.0,Требуется аккуратность,Высокий
OD25954,2023-12-17,Частный,Продукты питания,2512.73,11.47,7.0,626.0,Нет,Низкий
,2023-12-17,Корпоративный,Медикаменты,933.08,5.17,,61.0,Требуется холод,Высокий
,2023-12-17,Корпоративный,Медикаменты,134.74,0.66,1.0,23.0,Требуется аккуратность,Высокий
OD85497,2023-12-17,Корпоративный,Продукты питания,773.23,4.64,1.0,33.0,Нет,Высокий
OR52957,2023-12-18,Корпоративный,Продукты питания,9702.93,42.09,4.0,466.0,Нет,
OR69906,2023-12-18,Корпоративный,Стройматериалы,593.92,2.7,1.0,44.0,Требуется холод,Высокий
OD70228,2023-12-18,Корпоративный,Одежда,2477.61,14.04,11.0,580.0,Требуется аккуратность,Низкий
OD16732,2023-12-18,Корпоративный,Стройматериалы,1087.64,4.56,3.0,164.0,Требуется аккуратность,Средний
OR18192,2023-12-18,Корпоративный,Продукты питания,2585.86,12.29,6.0,645.0,Требуется аккуратность,Низкий
OC27172,2023-12-18,Корпоративный,Техника,2792.48,12.47,6.0,662.0,Нет,Низкий
OD26677,2023-12-18,Корпоративный,Продукты питания,,3.18,2.0,126.0,Требуется холод,Высокий
OC58965,2023-12-18,Корпоративный,Продукты питания,1137.79,6.05,6.0,353.0,Требуется аккуратность,Средний
OC92506,2023-12-18,Частный,Техника,2590.3,14.04,5.0,,Требуется аккуратность,Низкий
OC82305,2023-12-18,Частный,Одежда,277.15,1.47,1.0,73.0,Нет,Высокий
OC86540,2023-12-18,Частный,Медикаменты,2798.7,12.72,10.0,911.0,Требуется аккуратность,Низкий
OD95162,2023-12-19,Корпоративный,Продукты питания,215.23,0.91,,,,Высокий
OR12583,2023-12-19,Корпоративный,Стройматериалы,1521.49,6.68,5.0,278.0,Требуется аккуратность,Средний
OD76933,2023-12-19,Корпоративный,Техника,470.16,,2.0,169.0,Требуется холод,Высокий
OD14745,2023-12-19,Корпоративный,Стройматериалы,2329.3,12.12,9.0,628.0,,Низкий
OR16926,2023-12-19,Частный,Одежда,178.59,1.0,4.0,226.0,Требуется холод,Высокий
OC29803,2023-12-19,Частный,Медикаменты,516.87,,1.0,75.0,Требуется холод,Высокий
OC69412,2023-12-19,Частный,Медикаменты,587.72,2.51,2.0,142.0,Требуется холод,Высокий
OR18749,2023-12-19,Корпоративный,Техника,,,1.0,89.0,Требуется холод,Высокий
OR20674,2023-12-19,Корпоративный,Продукты питания,1158.67,5.46,1.0,65.0,Требуется холод,Высокий
OR78184,,Частный,Стройматериалы,1478.29,6.67,3.0,251.0,,Средний
OC74358,,Частный,Продукты питания,37.39,0.16,,35.0,Требуется холод,Высокий
OR80914,2023-12-19,Корпоративный,Одежда,702.82,3.51,2.0,128.0,Требуется холод,Высокий
OR21161,2023-12-19,Корпоративный,Одежда,426.19,2.07,3.0,196.0,Требуется холод,Высокий
OR29044,2023-12-19,Корпоративный,Одежда,1393.06,,5.0,280.0,Требуется аккуратность,Средний
OD77164,2023-12-19,Частный,Стройматериалы,676.05,3.61,11.0,1066.0,Нет,
OR15874,2023-12-19,Частный,Одежда,470.81,2.35,,3.0,Требуется холод,Высокий
OD20985,2023-12-19,Корпоративный,Стройматериалы,839.88,4.92,1.0,116.0,Нет,Высокий
OC75025,2023-12-19,Частный,Продукты питания,2613.45,14.91,11.0,591.0,Требуется аккуратность,Низкий
OD64873,,Частный,Стройматериалы,2643.46,12.21,6.0,705.0,Требуется аккуратность,Низкий
OC52545,2023-12-19,Корпоративный,Одежда,1566.63,8.3,2.0,201.0,Требуется аккуратность,Средний
OC85215,2023-12-19,Частный,Медикаменты,799.13,4.24,1.0,43.0,Требуется холод,Высокий
,2023-12-20,Корпоративный,Техника,1675.75,8.72,3.0,,Требуется аккуратность,Средний
OC87121,,Корпоративный,Одежда,2729.33,14.16,5.0,527.0,Требуется аккуратность,Низкий
OD63519,2023-12-20,Частный,Одежда,435.89,1.82,2.0,124.0,Требуется холод,Высокий
OR38238,2023-12-20,Частный,Стройматериалы,2630.21,15.38,12.0,626.0,Требуется аккуратность,Низкий
OD90399,2023-12-20,Частный,Стройматериалы,2747.47,14.11,5.0,,Требуется аккуратность,Низкий
OC20246,2023-12-20,Частный,Одежда,372.1,1.79,2.0,214.0,,Высокий
OD86752,2023-12-20,Частный,Стройматериалы,637.96,3.59,19.0,1092.0,Нет,
OD39254,2023-12-20,Корпоративный,Продукты питания,1492.06,6.72,,465.0,Требуется аккуратность,Средний
OD22889,2023-12-20,Корпоративный,Одежда,687.23,2.81,1.0,100.0,Нет,Высокий
OD74507,2023-12-20,Частный,Медикаменты,322.25,1.5,1.0,40.0,Требуется холод,Высокий
OD64755,2023-12-20,Корпоративный,Одежда,2382.61,12.35,12.0,778.0,Нет,Низкий
OC90529,2023-12-20,Частный,Стройматериалы,613.01,3.58,1.0,61.0,Требуется холод,Высокий
OR40129,2023-12-20,Частный,Продукты питания,1550.69,8.51,4.0,373.0,Требуется аккуратность,Средний
OR11218,,Частный,Одежда,665.2,3.14,1.0,50.0,Требуется холод,Высокий
,2023-12-20,Корпоративный,Продукты питания,1762.31,9.85,,128.0,Требуется аккуратность,Средний
OD90882,2023-12-20,Корпоративный,Продукты питания,2412.94,14.19,10.0,721.0,Нет,Низкий
OR92528,2023-12-21,Корпоративный,Медикаменты,567.96,2.75,2.0,223.0,Требуется холод,Высокий
OR44884,2023-12-21,Частный,Техника,522.37,3.13,1.0,133.0,Требуется холод,Высокий
OC87987,2023-12-21,Корпоративный,Стройматериалы,139.3,0.67,1.0,96.0,Нет,Высокий
OD19028,2023-12-21,Частный,Одежда,478.92,2.73,1.0,64.0,Нет,Высокий
OD79293,2023-12-21,Частный,Стройматериалы,1630.69,7.37,6.0,472.0,Нет,Средний
OC15324,2023-12-21,Корпоративный,Продукты питания,1624.83,7.64,5.0,347.0,Требуется аккуратность,Средний
OR31461,2023-12-21,Корпоративный,Продукты питания,482.09,2.76,1.0,147.0,Требуется холод,Высокий
OR51146,2023-12-21,Частный,Медикаменты,375.64,1.53,1.0,,Требуется холод,Высокий
,2023-12-22,Частный,Техника,1446.72,,4.0,377.0,Требуется аккуратность,Средний
OD12207,,Корпоративный,Одежда,525.96,2.39,1.0,29.0,Нет,Высокий
OC58029,2023-12-22,Корпоративный,Медикаменты,662.13,3.62,1.0,57.0,Требуется холод,Высокий
OC76668,2023-12-22,Корпоративный,Медикаменты,562.08,2.86,1.0,31.0,Требуется холод,Высокий
OD92670,,Частный,Продукты питания,1087.07,5.58,5.0,369.0,Требуется аккуратность,Средний
OC13366,2023-12-22,Корпоративный,Продукты питания,2892.57,13.49,15.0,822.0,,Низкий
OD23097,2023-12-22,Частный,Одежда,2440.98,12.51,7.0,755.0,Требуется аккуратность,Низкий
OC47060,2023-12-22,Частный,Техника,2289.55,10.62,8.0,721.0,Требуется аккуратность,Низкий
OC46979,2023-12-22,Корпоративный,Техника,2683.38,11.09,8.0,854.0,Требуется аккуратность,Низкий
OR44213,2023-12-22,Частный,Техника,116.79,0.47,2.0,101.0,Требуется холод,Высокий
OC63913,2023-12-22,Частный,Техника,3606.15,16.46,6.0,664.0,Нет,
OR76914,2023-12-22,Частный,Продукты питания,2089.89,10.91,7.0,756.0,Требуется аккуратность,Низкий
OR24409,2023-12-23,Частный,Одежда,2013.78,8.88,3.0,157.0,Нет,Средний
OC78843,2023-12-23,Частный,Продукты питания,1529.61,8.2,4.0,409.0,Нет,Средний
OD53228,2023-12-23,Частный,Продукты питания,1633.89,8.02,2.0,181.0,Нет,Средний
OR86343,2023-12-23,Корпоративный,Медикаменты,2869.66,15.14,12.0,838.0,Нет,Низкий
OD74416,2023-12-23,Корпоративный,Продукты питания,616.66,3.0,1.0,50.0,Требуется холод,Высокий
OD72676,2023-12-23,Частный,Стройматериалы,291.31,1.63,1.0,90.0,Требуется холод,Высокий
OD72143,2023-12-23,Корпоративный,Медикаменты,376.05,1.57,3.0,187.0,Требуется холод,Высокий
OC13528,2023-12-23,Корпоративный,Стройматериалы,1765.08,7.31,3.0,368.0,Нет,Средний
OD96258,2023-12-23,Корпоративный,Медикаменты,236.23,1.4,1.0,127.0,Требуется холод,Высокий
OD57580,2023-12-23,Частный,Медикаменты,1662.06,,2.0,184.0,Требуется аккуратность,Средний
OR79359,2023-12-23,Частный,Одежда,,8.3,2.0,164.0,Требуется аккуратность,Средний
OR82566,2023-12-23,Корпоративный,Медикаменты,606.6,,1.0,66.0,Требуется холод,Высокий
OC97461,2023-12-23,Корпоративный,Техника,599.64,2.77,3.0,196.0,Требуется холод,Высокий
OC87005,2023-12-23,Корпоративный,Продукты питания,2331.85,10.54,6.0,665.0,Требуется аккуратность,Низкий
,2023-12-23,Корпоративный,Одежда,1625.85,8.78,5.0,406.0,Требуется аккуратность,Средний
OC27424,2023-12-23,Частный,Одежда,2260.12,12.28,,531.0,Нет,Низкий
OC62062,2023-12-23,Частный,Одежда,2518.71,11.01,9.0,823.0,Нет,Низкий
OD64189,2023-12-23,Корпоративный,Медикаменты,280.77,,3.0,194.0,Требуется холод,Высокий
OD61646,2023-12-23,Частный,Продукты питания,1545.17,,3.0,252.0,Требуется аккуратность,Средний
OD89720,2023-12-23,Частный,Одежда,504.23,2.15,1.0,48.0,Требуется холод,Высокий
,2023-12-23,Корпоративный,Продукты питания,677.35,3.82,5.0,325.0,Требуется холод,Высокий
,2023-12-24,Частный,Продукты питания,700.35,,1.0,29.0,Требуется холод,Высокий
OC73546,2023-12-24,Корпоративный,Одежда,637.47,3.71,2.0,142.0,Требуется холод,Высокий
OD52696,2023-12-24,Корпоративный,Стройматериалы,558.05,,,115.0,Требуется холод,Высокий
OC95624,2023-12-24,Корпоративный,Техника,792.26,3.56,1.0,39.0,,Высокий
OC95154,2023-12-24,Корпоративный,Медикаменты,621.01,2.69,2.0,205.0,Требуется холод,Высокий
OC54074,2023-12-24,Частный,Одежда,2167.7,11.7,6.0,665.0,Нет,Низкий
,2023-12-24,Корпоративный,Медикаменты,495.5,2.64,2.0,165.0,Требуется холод,Высокий
OD84672,2023-12-24,Корпоративный,Продукты питания,714.08,3.81,2.0,150.0,Требуется холод,Высокий
OR72617,2023-12-24,Корпоративный,Медикаменты,289.45,1.57,1.0,123.0,Требуется холод,Высокий
OR28061,2023-12-24,Частный,Стройматериалы,266.71,1.46,2.0,258.0,Требуется холод,Высокий
OC50104,2023-12-24,Частный,Продукты питания,3392.42,18.87,36.0,2258.0,Требуется аккуратность,
OC71239,2023-12-24,Частный,Стройматериалы,2241.31,9.26,9.0,803.0,Нет,Низкий
OR60667,2023-12-24,Частный,Стройматериалы,2398.98,14.25,4.0,,Требуется аккуратность,Низкий
OD14141,,Корпоративный,Техника,92.63,0.45,1.0,57.0,Требуется холод,Высокий
OR34188,2023-12-24,Корпоративный,Одежда,824.04,3.9,4.0,325.0,Требуется холод,Высокий
OD18074,2023-12-25,Корпоративный,Одежда,2477.57,11.12,7.0,688.0,Требуется аккуратность,Низкий
OC90335,2023-12-25,Корпоративный,Стройматериалы,669.74,2.98,1.0,95.0,Требуется холод,Высокий
OC13101,2023-12-25,Частный,Медикаменты,426.58,2.14,1.0,78.0,Требуется холод,Высокий
OD45391,,Корпоративный,Стройматериалы,520.85,2.62,1.0,87.0,Требуется холод,Высокий
OR60724,,Частный,Продукты питания,466.87,2.08,0.0,,Требуется холод,Высокий
OR23134,2023-12-25,Частный,Одежда,2651.64,13.15,10.0,664.0,Нет,Низкий
OC71826,2023-12-25,Корпоративный,Одежда,1764.56,8.98,3.0,211.0,Требуется аккуратность,Средний
OC34097,2023-12-25,Корпоративный,Стройматериалы,2751.71,12.96,6.0,,Нет,Низкий
OR39611,2023-12-25,Частный,Продукты питания,884.24,4.86,,,Требуется холод,Высокий
OC51142,2023-12-25,Корпоративный,Техника,2142.71,11.93,18.0,1524.0,Требуется холод,
OD96301,,Частный,Продукты питания,,4.42,3.0,181.0,Требуется холод,Высокий
OD36799,2023-12-25,Корпоративный,Одежда,449.84,1.95,1.0,72.0,Требуется холод,Высокий
OC85897,2023-12-25,Частный,Одежда,553.87,2.92,1.0,113.0,Требуется аккуратность,Высокий
OR55313,2023-12-26,Корпоративный,Стройматериалы,2563.11,,7.0,617.0,Требуется аккуратность,Низкий
OC40016,2023-12-26,Корпоративный,Одежда,582.54,3.13,1.0,82.0,Нет,Высокий
,2023-12-26,Частный,Продукты питания,2560.35,15.35,6.0,593.0,Требуется аккуратность,Низкий
OD52358,2023-12-26,Частный,Стройматериалы,46.68,,1.0,36.0,Требуется аккуратность,Высокий
OD88756,2023-12-26,Частный,Медикаменты,550.47,3.12,0.0,,Требуется холод,Высокий
OC37357,2023-12-26,Корпоративный,Стройматериалы,2854.25,16.43,6.0,703.0,Нет,Низкий
OD81906,2023-12-26,Частный,Продукты питания,1212.53,6.7,3.0,318.0,Требуется аккуратность,Средний
OR85915,2023-12-26,Частный,Медикаменты,313.02,1.59,3.0,195.0,Требуется холод,Высокий
OC13549,2023-12-26,Корпоративный,Одежда,2508.6,12.28,10.0,717.0,Требуется аккуратность,Низкий
OD87716,2023-12-26,Корпоративный,Медикаменты,424.67,2.05,1.0,100.0,Требуется холод,Высокий
OD56750,2023-12-26,Корпоративный,Стройматериалы,349.06,1.97,1.0,76.0,Требуется холод,Высокий
OD67261,2023-12-27,Частный,Техника,357.97,1.69,2.0,150.0,Требуется холод,Высокий
OD91586,2023-12-27,Частный,Стройматериалы,694.85,3.71,3.0,168.0,Нет,Высокий
OC31821,2023-12-27,Частный,Продукты питания,722.85,3.46,3.0,153.0,,Высокий
OD86362,2023-12-27,Корпоративный,Одежда,1477.02,5.91,5.0,298.0,Требуется аккуратность,Средний
OR71760,2023-12-27,Корпоративный,Продукты питания,2659.72,12.56,15.0,785.0,,Низкий
OR94676,2023-12-27,Частный,Медикаменты,582.22,2.48,2.0,217.0,Требуется холод,Высокий
,2023-12-27,Частный,Техника,559.46,2.27,4.0,224.0,Требуется холод,Высокий
OR66017,2023-12-27,Частный,Медикаменты,322.97,,,79.0,Требуется холод,Высокий
OR95746,2023-12-27,Корпоративный,Стройматериалы,1489.21,6.58,3.0,274.0,Требуется аккуратность,Средний
OC63626,2023-12-27,Корпоративный,Стройматериалы,1499.06,8.97,5.0,342.0,Нет,Средний
OD47945,2023-12-27,Корпоративный,Стройматериалы,1590.67,6.8,2.0,213.0,Требуется аккуратность,Средний
OC51377,2023-12-27,Корпоративный,Техника,373.04,2.0,1.0,123.0,Требуется холод,Высокий
OR43734,2023-12-27,Частный,Одежда,2253.91,,6.0,697.0,Нет,Низкий
OC75199,2023-12-27,Частный,Техника,2581.93,,10.0,840.0,Нет,Низкий
,2023-12-27,Корпоративный,Продукты питания,724.75,4.31,3.0,215.0,Требуется холод,Высокий
OC17215,2023-12-27,Корпоративный,Медикаменты,2283.4,11.74,11.0,812.0,Нет,Низкий
OR96197,2023-12-27,Корпоративный,Одежда,422.17,2.45,2.0,104.0,Требуется холод,Высокий
OD15015,2023-12-28,Корпоративный,Стройматериалы,444.22,2.26,2.0,164.0,Требуется аккуратность,Высокий
,2023-12-28,Частный,Продукты питания,2375.43,11.38,15.0,760.0,Требуется аккуратность,Низкий
OC11083,2023-12-28,Корпоративный,Продукты питания,,2.43,1.0,145.0,Требуется холод,Высокий
OD74322,2023-12-28,Частный,Продукты питания,799.97,4.03,5.0,549.0,Требуется холод,
OD81369,,Корпоративный,Медикаменты,181.75,0.8,2.0,,Требуется холод,Высокий
OD99939,2023-12-28,Частный,Техника,2615.02,14.77,5.0,616.0,Требуется аккуратность,Низкий
OR28941,2023-12-28,Корпоративный,Техника,581.89,2.46,2.0,101.0,Требуется холод,Высокий
OC20098,2023-12-28,Частный,Одежда,,2.86,1.0,51.0,Требуется холод,Высокий
OD73434,2023-12-28,Корпоративный,Техника,1231.51,5.09,2.0,241.0,Нет,Средний
OD37908,2023-12-28,Корпоративный,Одежда,2584.9,14.85,10.0,813.0,,Низкий
OC36905,2023-12-28,Корпоративный,Медикаменты,2695.05,15.07,13.0,721.0,Требуется аккуратность,Низкий
OD64624,2023-12-28,Корпоративный,Продукты питания,537.73,3.06,2.0,182.0,Требуется аккуратность,Высокий
OC77469,2023-12-28,Частный,Продукты питания,1233.55,4.95,,243.0,Требуется аккуратность,Средний
OR91079,2023-12-28,Частный,Медикаменты,501.23,2.28,,11.0,Требуется холод,Высокий
