Расстояние (км),Вес груза (кг),Объём груза (м³),Плотность (кг/м³),Стоимость топлива (тенге/л),Тип груза,Тип транспорта,Зарплата водителя (тенге),Налоги и сборы (тенге),Стоимость доставки (тенге)
1367.0,668.0,1.2,557.0,254.0,Продукты,Рефрижератор,169795.0,42043.0,391207.0
2476.0,24553.0,94.7,259.0,184.0,Техника,Грузовик,116490.0,24039.0,251106.0
1271.0,7194.0,49.3,146.0,191.0,Мебель,Грузовик,120106.0,26682.0,190425.0
1679.0,2868.0,38.6,74.0,203.0,Мебель,Тент,163571.0,24584.0,286502.0
1034.0,1480.0,3.483458151683663,425.0,207.0,Продукты,Тент,118656.0,22302.0,233058.0
2154.0,12789.0,32.6,392.0,186.0,Техника,Грузовик,111692.0,18068.0,191691.0
2075.0,25362.0,39.6,640.0,208.0,Стройматериалы,Грузовик,119302.0,19494.0,239493.0
1208.0,30030.0,43.7,687.0,213.0,Продукты,Грузовик,179901.0,29269.0,291535.0
842.0,1903.0,16.0,119.0,214.0,Мебель,Грузовик,100709.0,19461.0,166303.0
1961.0,2805.0,14.5,193.0,218.0,Мебель,Тент,166065.0,25079.0,289253.0
2857.0,17195.0,65.2,264.0,249.0,Стройматериалы,Грузовик,120836.0,18774.0,347700.0
477.0,2647.0,34.6,77.0,245.0,Мебель,Грузовик,102773.0,25082.0,148590.0
2516.0,12906.0,30.8,419.0,204.0,Одежда,Грузовик,154829.0,24571.0,271336.0
1596.0,33155.0,33.2,999.0,186.0,Стройматериалы,Грузовик,138300.0,29639.0,247720.0
1658.0,933.0,1.9026207776881887,490.0,242.0,Продукты,Тент,171274.0,39702.0,335574.0
2990.0,10390.0,18.35892016710177,566.0,257.0,Мебель,Тент,147920.0,33666.0,414817.0
1745.0,1833.0,5.5,333.0,184.0,Техника,Грузовик,111497.0,23251.0,176823.0
2565.0,10822.0,36.5,296.0,192.0,Техника,Тент,166125.0,35293.0,324070.0
1525.0,6196.0,16.3,380.0,200.0,Техника,Грузовик,192259.0,33995.0,258167.0
805.0,9353.0,55.3,169.0,241.0,Мебель,Грузовик,187302.0,42999.0,286350.0
2029.0,12271.0,34.2,359.0,232.0,Одежда,Тент,115842.0,20116.0,198356.0
2861.0,5581.0,64.3,87.0,194.0,Мебель,Тент,115051.0,22189.0,276242.0
2509.0,728.0,1.44792000810581,503.0,254.0,Продукты,Рефрижератор,130868.0,32622.0,454325.0
685.0,3218.0,7.3,441.0,240.0,Одежда,Тент,111260.0,17073.0,125814.0
1034.0,4384.0,19.6,224.0,197.0,Техника,Тент,195975.0,37547.0,259795.0
1561.0,4845.0,21.1,230.0,216.0,Техника,Грузовик,192975.0,37653.0,283678.0
1834.0,31220.0,33.8,924.0,236.0,Стройматериалы,Грузовик,116973.0,23568.0,230158.0
661.0,4877.0,37.7,129.0,237.0,Мебель,Тент,181704.0,28644.0,273866.0
794.0,2847.0,17.4,164.0,231.0,Мебель,Грузовик,,,227097.0
2223.0,3959.0,7.9,501.0,182.0,Одежда,Грузовик,100290.0,22653.0,173457.0
2251.0,8066.0,62.5,129.0,234.0,Мебель,Грузовик,101984.0,24719.0,255313.0
2518.0,850.0,2.1827703847417,389.0,197.0,Продукты,Тент,177933.0,31617.0,410861.0
2754.0,4434.0,35.0,127.0,208.0,Мебель,Тент,162061.0,34158.0,356399.0
931.0,22570.0,68.2,331.0,228.0,Стройматериалы,Грузовик,139585.0,27395.0,211942.0
2499.0,23808.0,49.6,480.0,209.0,Продукты,Грузовик,110246.0,23538.0,287584.0
2022.0,12156.0,7.9,1539.0,182.0,Стройматериалы,Грузовик,197211.0,45642.0,290260.0
2899.0,3313.0,30.8,108.0,220.0,Мебель,Тент,150773.0,29407.0,364628.0
855.0,22077.0,37.7,586.0,222.0,Стройматериалы,Грузовик,197897.0,47349.0,270212.0
825.0,12834.0,62.7,205.0,248.0,Техника,Тент,122386.0,29259.0,195873.0
2229.0,4596.0,13.7,335.0,255.0,Техника,Грузовик,,,306112.0
2699.0,1765.0,4.656550430464292,379.0,229.0,Продукты,Тент,133251.0,27055.0,342372.0
2606.0,32863.0,75.4,436.0,191.0,Продукты,Грузовик,126348.0,19284.0,313690.0
2276.0,27626.0,49.8,555.0,181.0,Продукты,Грузовик,179062.0,42786.0,327667.0
1171.0,34977.0,40.2,870.0,221.0,Стройматериалы,Тент,157450.0,25406.0,240433.0
2188.0,30204.0,29.1,1038.0,189.0,Стройматериалы,Тент,132615.0,27960.0,267229.0
2407.0,5010.0,28.3,177.0,255.0,Мебель,Грузовик,,,334358.0
2149.0,28393.0,91.1,312.0,231.0,Стройматериалы,Грузовик,126791.0,24415.0,282121.0
1958.0,25199.0,37.7,668.0,214.0,Стройматериалы,Тент,151787.0,23742.0,307191.0
234.0,1054.0,1.941901317697329,543.0,220.0,Продукты,Тент,196040.0,35381.0,252448.0
2103.0,22543.0,66.6,338.0,187.0,Стройматериалы,Тент,193700.0,30428.0,336795.0
1530.0,4598.0,43.3,106.0,204.0,Мебель,Тент,162719.0,31230.0,281886.0
2724.0,1078.0,7.380308275192167,146.0,213.0,Мебель,Грузовик,129014.0,29696.0,329685.0
1931.0,3006.0,16.1,187.0,182.0,Мебель,Тент,189514.0,43886.0,315050.0
1772.0,8441.0,21.2,398.0,245.0,Техника,Грузовик,108721.0,21233.0,224347.0
2981.0,4301.0,53.0,81.0,249.0,Мебель,Тент,171209.0,27205.0,381551.0
344.0,724.0,1.7469991801875775,414.0,196.0,Продукты,Тент,,,222781.0
883.0,4256.0,15.9,268.0,191.0,Техника,Грузовик,188176.0,34299.0,231686.0
1975.0,15266.0,31.7,482.0,206.0,Одежда,Грузовик,131816.0,28309.0,197576.0
959.0,13826.0,55.5,249.0,251.0,Техника,Грузовик,144429.0,29709.0,205829.0
1089.0,5497.0,24.4,225.0,216.0,Техника,Грузовик,139631.0,24872.0,204299.0
2784.0,873.0,2.536351474393342,344.0,218.0,Продукты,Рефрижератор,126586.0,27944.0,431092.0
1747.0,5813.0,18.725405005493737,310.0,201.0,Техника,Грузовик,198941.0,37546.0,255013.0
404.0,4098.0,14.5,283.0,205.0,Техника,Тент,110138.0,22534.0,138163.0
938.0,12430.0,51.7,240.0,255.0,Техника,Тент,,,228916.0
319.0,23850.0,53.7,444.0,250.0,Стройматериалы,Грузовик,168454.0,27898.0,199953.0
1646.0,30366.0,26.4,1150.0,255.0,Стройматериалы,Тент,108591.0,25508.0,243857.0
610.0,23251.0,55.78111468298892,417.0,240.0,Стройматериалы,Грузовик,178733.0,35626.0,229828.0
2632.0,11733.0,68.3,172.0,244.0,Мебель,Тент,126543.0,28653.0,370640.0
1733.0,4309.0,8.928525738456038,483.0,232.0,Мебель,Грузовик,104377.0,21394.0,250484.0
260.0,19045.0,28.1,678.0,198.0,Продукты,Грузовик,111398.0,19610.0,140504.0
924.0,24480.0,31.0973021514896,787.0,255.0,Стройматериалы,Грузовик,163353.0,35874.0,251699.0
1852.0,20422.0,64.0,319.0,211.0,Техника,Грузовик,125538.0,28005.0,205676.0
1049.0,5486.0,33.3,165.0,214.0,Мебель,Грузовик,112069.0,22115.0,180900.0
1609.0,781.0,2.004745197244615,390.0,219.0,Продукты,Рефрижератор,,,404331.0
2660.0,23139.0,43.8,528.0,216.0,Стройматериалы,Тент,150421.0,26960.0,332359.0
1100.0,9026.0,48.4,186.0,202.0,Мебель,Грузовик,100552.0,20021.0,194447.0
1068.0,1286.0,1.861075342010171,691.0,180.0,Продукты,Тент,100205.0,23678.0,177226.0
2568.0,925.0,1.7481779075323096,529.0,224.0,Продукты,Тент,159737.0,25253.0,377506.0
951.0,18936.0,30.60590224271927,619.0,194.0,Одежда,Тент,142783.0,23038.0,165362.0
306.0,868.0,2.328879510067697,373.0,236.0,Продукты,Рефрижератор,185985.0,30302.0,337709.0
633.0,4648.0,43.1,108.0,208.0,Мебель,Грузовик,119811.0,19534.0,179199.0
2967.0,8173.0,12.093127149441823,676.0,203.0,Техника,Тент,171397.0,28989.0,300416.0
2831.0,4589.0,27.0,170.0,251.0,Мебель,Тент,129360.0,20376.0,352923.0
748.0,2850.0,22.9,124.0,210.0,Мебель,Грузовик,158903.0,26476.0,201817.0
1661.0,23470.0,23.6,994.0,205.0,Стройматериалы,Грузовик,162537.0,30542.0,269049.0
459.0,10101.0,24.5,412.0,214.0,Одежда,Грузовик,140731.0,21902.0,157811.0
2046.0,14728.0,35.67609781826852,413.0,239.0,Мебель,Тент,181346.0,41607.0,392601.0
644.0,1670.0,14.7,114.0,233.0,Мебель,Грузовик,131112.0,30785.0,179165.0
237.0,4725.0,9.336101255032656,506.0,245.0,Мебель,Грузовик,152955.0,27547.0,179618.0
2379.0,12862.0,27.82123117327464,462.0,241.0,Мебель,Тент,105667.0,19820.0,316510.0
995.0,6350.0,14.889557540022253,426.0,184.0,Мебель,Тент,156593.0,24700.0,218547.0
419.0,7884.0,40.1,197.0,238.0,Мебель,Грузовик,137597.0,22544.0,163219.0
2373.0,8362.0,12.158855371441444,688.0,238.0,Мебель,Грузовик,107320.0,19162.0,287819.0
2410.0,4881.0,12.9,378.0,210.0,Одежда,Грузовик,177746.0,43160.0,284294.0
2020.0,3794.0,38.6,98.0,224.0,Мебель,Грузовик,115635.0,27937.0,284099.0
2638.0,2785.0,9.5,293.0,239.0,Техника,Грузовик,176195.0,39328.0,341711.0
1414.0,15011.0,77.0,195.0,232.0,Мебель,Грузовик,186754.0,40768.0,326589.0
462.0,34402.0,22.5,1529.0,189.0,Стройматериалы,Грузовик,168976.0,39943.0,203796.0
256.0,7188.0,69.4,104.0,198.0,Мебель,Тент,199362.0,35891.0,266925.0
988.0,1044.0,1.7273421573259644,604.0,248.0,Продукты,Рефрижератор,106935.0,22382.0,283279.0
333.0,2453.0,1.6,1533.0,241.0,Стройматериалы,Грузовик,160765.0,35930.0,189578.0
1656.0,11005.0,42.6,258.0,221.0,Техника,Тент,199544.0,45321.0,307606.0
125.0,5561.0,17.2,323.0,220.0,Техника,Грузовик,140191.0,22249.0,145586.0
1361.0,24610.0,27.6,892.0,248.0,Стройматериалы,Грузовик,184516.0,31780.0,287810.0
633.0,22718.0,45.8,496.0,233.0,Одежда,Грузовик,150313.0,33119.0,166173.0
1113.0,6709.0,49.7,135.0,202.0,Мебель,Грузовик,186805.0,42802.0,295952.0
2009.0,2518.0,20.10438459671754,125.0,240.0,Мебель,Грузовик,177965.0,39856.0,342568.0
1037.0,18352.0,8.7,2109.0,258.0,Стройматериалы,Тент,179198.0,30950.0,266710.0
1076.0,6801.0,34.7,196.0,203.0,Мебель,Грузовик,182577.0,30150.0,247609.0
3119.0,568.0,1.1576209714756198,491.0,241.0,Продукты,Тент,158450.0,24484.0,439891.0
2103.0,2962.0,34.1,87.0,180.0,Мебель,Грузовик,186127.0,38275.0,314076.0
1616.0,15280.0,55.12249243991067,277.0,193.0,Стройматериалы,Тент,180297.0,27052.0,255552.0
1736.0,19826.0,64.5,307.0,247.0,Стройматериалы,Грузовик,134569.0,31787.0,242121.0
1925.0,20985.0,22.2,945.0,189.0,Стройматериалы,Грузовик,180857.0,41314.0,277632.0
156.0,1817.0,2.910921184454457,624.0,194.0,Продукты,Тент,179374.0,33119.0,213437.0
327.0,1170.0,2.805189338664476,417.0,207.0,Продукты,Тент,118188.0,25804.0,174119.0
1858.0,1991.0,3.87517881617788,514.0,199.0,Продукты,Тент,167764.0,35857.0,343596.0
1155.0,13106.0,30.1,435.0,255.0,Одежда,Грузовик,142720.0,30123.0,214698.0
235.0,1901.0,2.9540946980444627,644.0,197.0,Продукты,Тент,122772.0,22632.0,185386.0
944.0,9941.0,29.1,342.0,228.0,Техника,Грузовик,190347.0,35461.0,240494.0
467.0,12931.0,35.1,368.0,194.0,Техника,Грузовик,165913.0,33221.0,188777.0
2821.0,7586.0,30.9,246.0,204.0,Техника,Тент,108955.0,22292.0,264341.0
650.0,2982.0,10.937177394492489,273.0,208.0,Техника,Тент,170648.0,36927.0,203861.0
473.0,13041.0,23.638020226535456,552.0,226.0,Мебель,Грузовик,148527.0,33391.0,186566.0
1968.0,1694.0,3.0423150890629973,557.0,245.0,Продукты,Тент,177740.0,42021.0,398783.0
1531.0,29031.0,37.5,774.0,183.0,Стройматериалы,Грузовик,102777.0,17937.0,189280.0
1650.0,2510.0,17.4,144.0,208.0,Мебель,Тент,,,299827.0
1307.0,368.0,1.202542703677211,306.0,239.0,Продукты,Тент,126069.0,29427.0,243926.0
1411.0,1313.0,2.457678171451197,534.0,201.0,Продукты,Рефрижератор,188873.0,30268.0,428855.0
2254.0,1854.0,16.2,114.0,185.0,Мебель,Тент,156834.0,32592.0,314479.0
685.0,8114.0,65.0,125.0,219.0,Мебель,Грузовик,118405.0,27905.0,172861.0
1290.0,27706.0,54.6,507.0,231.0,Стройматериалы,Грузовик,176835.0,35082.0,283552.0
2895.0,20835.0,56.77803105131792,367.0,194.0,Техника,Грузовик,199640.0,39309.0,341474.0
604.0,12450.0,76.2,163.0,188.0,Мебель,Грузовик,198837.0,34068.0,255594.0
977.0,826.0,1.276613634776073,647.0,213.0,Продукты,Рефрижератор,107792.0,20929.0,236432.0
644.0,18281.0,59.91222151848021,305.0,222.0,Одежда,Тент,154174.0,32635.0,169266.0
141.0,17760.0,26.2,678.0,250.0,Одежда,Тент,177167.0,43124.0,177518.0
900.0,27564.0,25.9,1064.0,234.0,Стройматериалы,Тент,123357.0,30321.0,202459.0
230.0,9458.0,50.4,188.0,201.0,Мебель,Тент,132620.0,26846.0,162292.0
546.0,4653.0,17.6,264.0,226.0,Техника,Тент,140760.0,33793.0,163929.0
1164.0,2775.0,31.2,89.0,239.0,Мебель,Грузовик,105549.0,25944.0,196023.0
139.0,2454.0,23.7,104.0,193.0,Мебель,Грузовик,117421.0,20844.0,131030.0
2210.0,1701.0,2.6393929813406043,644.0,185.0,Продукты,Тент,197545.0,44677.0,395424.0
2274.0,1561.0,4.375837850621636,357.0,215.0,Продукты,Тент,123551.0,19684.0,300396.0
1274.0,1807.0,4.0,452.0,218.0,Одежда,Тент,113572.0,22880.0,168992.0
2890.0,5766.0,17.0,339.0,185.0,Техника,Грузовик,155349.0,36166.0,301123.0
2113.0,17090.0,50.0,342.0,201.0,Продукты,Грузовик,146111.0,28619.0,299627.0
2211.0,30097.0,29.7,1013.0,255.0,Стройматериалы,Грузовик,175076.0,39263.0,316922.0
676.0,769.0,1.9739139060020685,390.0,180.0,Продукты,Тент,146870.0,25266.0,232877.0
2451.0,23588.0,11.1,2125.0,193.0,Стройматериалы,Тент,113624.0,27447.0,254845.0
2707.0,8977.0,31.4,286.0,187.0,Техника,Тент,111759.0,27416.0,237215.0
807.0,347.0,1.1257404699856195,308.0,253.0,Продукты,Тент,115985.0,21472.0,200866.0
2138.0,20114.0,70.8,284.0,257.0,Техника,Грузовик,114436.0,24258.0,262051.0
2280.0,1243.0,2.067127422714573,601.0,233.0,Продукты,Тент,197582.0,31934.0,374947.0
914.0,693.0,1.2168101764395178,570.0,259.0,Продукты,Тент,197157.0,47868.0,364730.0
1500.0,5702.0,12.0,475.0,245.0,Продукты,Грузовик,188760.0,30683.0,303877.0
381.0,2699.0,25.7,105.0,256.0,Мебель,Грузовик,166718.0,30779.0,229304.0
583.0,31193.0,62.9,496.0,228.0,Стройматериалы,Грузовик,198506.0,32090.0,260059.0
247.0,1226.0,8.1,151.0,258.0,Мебель,Тент,178035.0,41131.0,244368.0
1678.0,1554.0,4.18642019726618,371.0,213.0,Техника,Тент,141917.0,27062.0,213322.0
1827.0,475.0,0.7554726564834399,629.0,232.0,Продукты,Рефрижератор,117524.0,17783.0,323501.0
2710.0,24214.0,77.3,313.0,239.0,Одежда,Тент,191402.0,33487.0,341062.0
1683.0,20727.0,121.5,171.0,257.0,Техника,Тент,127846.0,31191.0,258139.0
814.0,913.0,2.3264923297353666,392.0,211.0,Продукты,Тент,111049.0,23335.0,180899.0
261.0,16083.0,52.7,305.0,256.0,Техника,Грузовик,113095.0,27839.0,119876.0
2738.0,1789.0,4.699178513697548,381.0,244.0,Продукты,Тент,118201.0,22928.0,331400.0
1529.0,1360.0,2.980466555075884,456.0,229.0,Продукты,Тент,148880.0,35406.0,331236.0
2198.0,7183.0,19.4,370.0,192.0,Техника,Грузовик,127013.0,31719.0,215735.0
125.0,695.0,2.112002031424572,329.0,228.0,Продукты,Рефрижератор,180103.0,35877.0,308707.0
1542.0,1681.0,3.746640320953577,449.0,238.0,Продукты,Тент,,32682.0,334493.0
1044.0,6590.0,19.5,338.0,246.0,Техника,Грузовик,188055.0,31670.0,235605.0
178.0,1732.0,3.100600870539954,559.0,228.0,Продукты,Тент,184181.0,40123.0,232615.0
2339.0,1667.0,2.4035931333595566,694.0,241.0,Продукты,Рефрижератор,146223.0,30981.0,438042.0
1577.0,1743.0,18.5,94.0,250.0,Мебель,Тент,,,299087.0
1068.0,1048.0,2.871709304842945,365.0,246.0,Продукты,Тент,135179.0,28084.0,274612.0
2536.0,26225.0,42.3,620.0,251.0,Одежда,Грузовик,,,285104.0
1379.0,5007.0,34.4,146.0,200.0,Мебель,Грузовик,125516.0,28369.0,222316.0
93.0,1966.0,3.363194087178837,585.0,193.0,Продукты,Тент,185760.0,43196.0,265864.0
2746.0,857.0,1.309516067066969,654.0,221.0,Продукты,Тент,111167.0,25426.0,306966.0
851.0,7661.0,16.057699352678394,477.0,181.0,Одежда,Тент,188411.0,38777.0,197985.0
2499.0,1802.0,14.7,123.0,234.0,Мебель,Грузовик,132226.0,22214.0,296197.0
2444.0,3792.0,5.6576454772288205,670.0,207.0,Мебель,Грузовик,168345.0,31268.0,356970.0
579.0,4074.0,38.5,106.0,248.0,Мебель,Тент,123841.0,30680.0,189978.0
1423.0,3257.0,40.4,81.0,198.0,Мебель,Грузовик,125559.0,20477.0,226116.0
192.0,1337.0,4.30927266378916,310.0,218.0,Продукты,Рефрижератор,164618.0,40361.0,296642.0
1061.0,16171.0,19.5,829.0,213.0,Стройматериалы,Тент,152869.0,28261.0,229005.0
2129.0,14591.0,58.4,250.0,234.0,Техника,Грузовик,151147.0,26192.0,244142.0
763.0,31026.0,50.5,614.0,207.0,Стройматериалы,Тент,,,230760.0
425.0,3513.0,41.6,84.0,238.0,Мебель,Грузовик,199568.0,41337.0,280163.0
1497.0,1749.0,2.5978359345213624,673.0,200.0,Продукты,Тент,117721.0,22297.0,266201.0
1555.0,32346.0,46.3,699.0,244.0,Одежда,Грузовик,183561.0,30103.0,235811.0
2131.0,4362.0,17.2,254.0,253.0,Техника,Тент,181452.0,43484.0,297006.0
2161.0,711.0,1.958031753707197,363.0,230.0,Продукты,Тент,190767.0,46755.0,405953.0
2083.0,956.0,1.5823897215299143,604.0,232.0,Продукты,Рефрижератор,188091.0,39818.0,461887.0
2480.0,,37.9,,190.0,Мебель,Грузовик,128734.0,29373.0,291208.0
690.0,2581.0,6.7,385.0,233.0,Техника,Тент,184277.0,43178.0,220613.0
1828.0,9352.0,58.36768182526498,160.0,257.0,Мебель,Грузовик,154308.0,37485.0,326164.0
1151.0,29039.0,45.5,638.0,206.0,Стройматериалы,Грузовик,141992.0,22957.0,200281.0
2827.0,4248.0,34.2,124.0,200.0,Мебель,Грузовик,123244.0,25767.0,286517.0
1360.0,1888.0,4.443122408215075,425.0,218.0,Продукты,Тент,145258.0,35820.0,288236.0
2723.0,4753.0,9.2,517.0,247.0,Продукты,Грузовик,175489.0,37300.0,451911.0
2311.0,29658.0,15.2,1951.0,238.0,Стройматериалы,Грузовик,179538.0,38226.0,338322.0
2111.0,23118.0,37.3,620.0,230.0,Одежда,Грузовик,158139.0,33153.0,234535.0
1523.0,14812.0,22.8,650.0,190.0,Продукты,Грузовик,147303.0,25757.0,240785.0
1361.0,748.0,1.6768832674293417,446.0,238.0,Продукты,Тент,,,292072.0
1567.0,22295.0,35.0,637.0,210.0,Одежда,Грузовик,198455.0,31513.0,246330.0
947.0,1008.0,2.9712134582216603,339.0,233.0,Продукты,Тент,155407.0,32871.0,248899.0
2792.0,22219.0,39.7,560.0,210.0,Продукты,Грузовик,106183.0,20484.0,338569.0
2439.0,26838.0,10.8,2485.0,183.0,Стройматериалы,Грузовик,139446.0,32745.0,300794.0
2358.0,39632.0,100.4,395.0,226.0,Одежда,Грузовик,117937.0,26353.0,231433.0
1349.0,7277.0,52.7,138.0,211.0,Мебель,Тент,178148.0,35768.0,282702.0
307.0,1383.0,2.664427714077246,519.0,206.0,Продукты,Рефрижератор,104485.0,21844.0,204541.0
2124.0,28488.0,55.6,512.0,201.0,Стройматериалы,Тент,174398.0,39173.0,289768.0
1143.0,10980.0,21.8211651210928,503.0,218.0,Мебель,Тент,151601.0,36117.0,259671.0
2573.0,10098.0,54.3,186.0,225.0,Мебель,Грузовик,196322.0,34749.0,394208.0
2395.0,4784.0,57.3,83.0,229.0,Мебель,Грузовик,,,306882.0
475.0,32060.0,23.7,1353.0,225.0,Стройматериалы,Грузовик,,,204505.0
1848.0,728.0,1.0655138467209675,683.0,242.0,Продукты,Тент,189190.0,47252.0,384973.0
2138.0,12122.0,64.4,188.0,181.0,Мебель,Тент,,,267080.0
1700.0,5489.0,27.8,197.0,240.0,Мебель,Грузовик,117590.0,25867.0,232162.0
1556.0,26257.0,41.91975851860818,626.0,211.0,Стройматериалы,Грузовик,175594.0,36450.0,270042.0
712.0,7401.0,20.7,358.0,187.0,Техника,Грузовик,180083.0,37088.0,226886.0
799.0,15863.0,28.6,555.0,225.0,Стройматериалы,Грузовик,182916.0,40515.0,267945.0
2353.0,1324.0,5.0,265.0,192.0,Техника,Грузовик,183309.0,34293.0,283448.0
138.0,4458.0,11.7,381.0,198.0,Техника,Тент,,,168512.0
2463.0,493.0,0.885097438967816,557.0,235.0,Продукты,Тент,128118.0,20114.0,344110.0
1533.0,22366.0,64.3,348.0,246.0,Стройматериалы,Грузовик,194803.0,31295.0,321611.0
2754.0,4556.0,13.0,350.0,214.0,Техника,Тент,165816.0,39094.0,354328.0
2852.0,31105.0,62.7,496.0,198.0,Стройматериалы,Грузовик,196951.0,41663.0,371725.0
2038.0,16906.0,49.8,339.0,191.0,Стройматериалы,Грузовик,191054.0,40255.0,306579.0
1268.0,3357.0,21.0,160.0,224.0,Мебель,Грузовик,133726.0,22686.0,208209.0
1420.0,7819.0,41.3,189.0,219.0,Мебель,Тент,137620.0,31668.0,282261.0
654.0,12478.0,33.7,370.0,215.0,Техника,Грузовик,170232.0,27021.0,200411.0
373.0,6821.0,54.8,124.0,205.0,Мебель,Грузовик,168494.0,29828.0,198752.0
1820.0,2565.0,29.9,86.0,196.0,Мебель,Грузовик,172094.0,39412.0,275443.0
2453.0,29244.0,25.2,1160.0,212.0,Стройматериалы,Тент,131228.0,29198.0,271697.0
806.0,34065.0,31.3,1088.0,218.0,Стройматериалы,Тент,196836.0,35353.0,290702.0
1225.0,6704.0,3.9,1719.0,259.0,Стройматериалы,Тент,187119.0,34141.0,275788.0
1746.0,5782.0,19.8,292.0,242.0,Техника,Грузовик,148426.0,34372.0,275665.0
2580.0,2349.0,29.8,79.0,229.0,Мебель,Тент,123361.0,25342.0,305315.0
472.0,4077.0,41.4187411772055,98.0,252.0,Мебель,Грузовик,164472.0,40359.0,241770.0
733.0,13020.0,59.6,218.0,208.0,Техника,Грузовик,148594.0,24155.0,180599.0
2713.0,24173.0,70.8,341.0,206.0,Стройматериалы,Тент,179168.0,36991.0,360206.0
197.0,2808.0,24.8,113.0,205.0,Мебель,Тент,188718.0,35981.0,219459.0
2027.0,23116.0,83.4,277.0,236.0,Стройматериалы,Грузовик,163590.0,26682.0,318755.0
1890.0,9509.0,71.9,132.0,242.0,Мебель,Грузовик,118630.0,26670.0,286280.0
1251.0,5212.0,7.660265342955792,680.0,190.0,Мебель,Тент,148292.0,25936.0,235559.0
1470.0,21089.0,8.715074464966802,2420.0,189.0,Стройматериалы,Грузовик,,,220523.0
2460.0,26171.0,80.5,325.0,194.0,Техника,Тент,172550.0,30483.0,284242.0
536.0,10008.0,18.5,541.0,208.0,Продукты,Грузовик,197866.0,49172.0,284690.0
748.0,16434.0,7.1,2315.0,200.0,Стройматериалы,Грузовик,132067.0,32481.0,171786.0
1640.0,15169.0,24.8,612.0,207.0,Стройматериалы,Грузовик,122683.0,24590.0,216325.0
1292.0,25064.0,25.3,991.0,222.0,Стройматериалы,Грузовик,149985.0,27858.0,253296.0
1665.0,10139.0,54.7,185.0,209.0,Мебель,Грузовик,161627.0,27701.0,253464.0
2739.0,5173.0,34.6,150.0,254.0,Мебель,Тент,163236.0,33145.0,383730.0
2683.0,7088.0,3.8,1865.0,188.0,Стройматериалы,Грузовик,195848.0,33524.0,347843.0
773.0,17259.0,50.8,340.0,189.0,Техника,Грузовик,170770.0,29755.0,199244.0
1013.0,,8.0,,216.0,Одежда,Грузовик,134531.0,33179.0,166235.0
543.0,2347.0,28.3,83.0,231.0,Мебель,Грузовик,121298.0,21102.0,172701.0
2856.0,21347.0,37.6,568.0,244.0,Одежда,Грузовик,139212.0,28582.0,273920.0
1263.0,1346.0,16.3,83.0,184.0,Мебель,Грузовик,,,240351.0
1403.0,2644.0,30.8,86.0,233.0,Мебель,Грузовик,185359.0,36844.0,314344.0
2531.0,1576.0,5.116145275858458,308.0,184.0,Продукты,Тент,170680.0,26229.0,383673.0
1597.0,13164.0,28.2,467.0,240.0,Одежда,Тент,149436.0,24793.0,237712.0
407.0,38678.0,82.1,471.0,226.0,Продукты,Грузовик,176871.0,31154.0,260396.0
1376.0,4893.0,8.121408080743489,602.0,209.0,Мебель,Грузовик,171847.0,35259.0,295431.0
1899.0,6495.0,34.5,188.0,222.0,Мебель,Грузовик,176615.0,27253.0,337924.0
2233.0,1344.0,2.47456585416033,543.0,195.0,Продукты,Тент,149823.0,23918.0,312388.0
1918.0,11743.0,7.0,1678.0,238.0,Стройматериалы,Грузовик,103746.0,17430.0,216745.0
414.0,15062.0,79.4,190.0,227.0,Стройматериалы,Тент,107488.0,17286.0,142020.0
969.0,21061.0,48.7,432.0,214.0,Продукты,Грузовик,108717.0,23196.0,179152.0
2076.0,1975.0,19.4,102.0,192.0,Мебель,Грузовик,152192.0,33344.0,288006.0
2572.0,2333.0,6.2,376.0,206.0,Техника,Тент,157062.0,26425.0,297163.0
211.0,6448.0,34.3,188.0,199.0,Мебель,Тент,170480.0,36424.0,193888.0
213.0,21594.0,36.6,590.0,201.0,Одежда,Грузовик,119254.0,18511.0,120039.0
1981.0,2193.0,16.5,133.0,246.0,Мебель,Тент,132850.0,30954.0,326044.0
1571.0,14136.0,41.5,341.0,220.0,Одежда,Тент,170377.0,40141.0,246717.0
530.0,9825.0,76.5,128.0,180.0,Мебель,Грузовик,126206.0,22054.0,161152.0
1622.0,12298.0,22.5,547.0,208.0,Продукты,Грузовик,158705.0,35748.0,296590.0
2943.0,11179.0,36.0,311.0,258.0,Техника,Грузовик,103513.0,18588.0,275751.0
2019.0,17015.0,60.7,280.0,255.0,Стройматериалы,Грузовик,146818.0,35477.0,295228.0
1315.0,,5.2,,193.0,Мебель,Тент,171016.0,26761.0,286405.0
2566.0,21545.0,36.6,589.0,230.0,Продукты,Грузовик,161371.0,30904.0,375290.0
713.0,38943.0,21.719489991732083,1793.0,216.0,Стройматериалы,Грузовик,110220.0,20415.0,165057.0
1244.0,6794.0,38.7,176.0,208.0,Мебель,Грузовик,114188.0,22688.0,187129.0
1524.0,34011.0,18.2,1869.0,252.0,Стройматериалы,Грузовик,149671.0,35955.0,260065.0
1593.0,3359.0,19.7,171.0,223.0,Мебель,Грузовик,148735.0,34771.0,249739.0
2624.0,13172.0,46.7,282.0,189.0,Техника,Грузовик,145904.0,29871.0,254111.0
959.0,34114.0,71.5,477.0,246.0,Стройматериалы,Грузовик,174614.0,32149.0,256155.0
